package_version,sample_id,event_id,source_record_sha256,security_id,company,industry,market,disclosure_time,disclosure_time_precise,title,url,sampling_category,dataset_split,core_view,h1,h2,h3,frozen_order
independent-gold-v3-20260826,G3-E011,EVT-600276-00047,5a5d74f363e3b40d9f9dad00777ce99782413e7ad3f7ad0869d0bb4902424422,600276,恒瑞医药,医药,A股,2024-04-18T00:00:00+08:00,False,恒瑞医药2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-04-18/1219650115.PDF,定期报告,in_sample,创新药转型期，创新药放量与对外授权接续仿制药集采缺口，毛利率高但集采与研发成败是关键观察点,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,研发投入强度维持，管线推进不出现关键品种研发失败,11
independent-gold-v3-20260826,G3-E012,EVT-00175-00195,487d6790c82c516f3b02aac39d291bff1f3360d0f57febdeeb991fd87b5935a8,00175,吉利汽车,新能源汽车,港股,2025-06-01T18:06:28+08:00,True,未经审核之二零二五年五月销量,http://static.cninfo.com.cn/finalpage/2025-06-01/1223738489.PDF,产销数据,in_sample,新能源转型见效，销量与出口双增长支撑收入，平台整合与毛利率改善是核心观察点。港股披露频率低于 A 股,新能源车型销量放量带动整体销量增长，出口贡献增量,平台化与规模效应改善毛利率，新能源转型不持续拖累盈利,品牌与平台整合按计划推进，不出现大额整合损失,12
independent-gold-v3-20260826,G3-E013,EVT-000538-00233,07c4e2d766ab9ffab8667552ca635ef10d0565560892c7f60b296ce112bea5ae,000538,云南白药,医药,A股,2026-04-30T00:00:00+08:00,False,2026年一季度报告,http://static.cninfo.com.cn/finalpage/2026-04-30/1225255634.PDF,定期报告,out_of_sample,中药与健康消费品，增长平稳，毛利率与渠道结构是主要观察点，历史上曾因证券投资造成业绩波动,工业药品与健康品渠道保持稳定，不出现持续负增长,毛利率随产品结构与原料成本波动，不持续低于历史区间,渠道与品牌投入保持，不出现商誉或投资大额减值,13
independent-gold-v3-20260826,G3-E014,EVT-09868-00017,b60d25872c49eba115c72bda0c7c44edd4e142f043314e5edb091ba4ea0d4549,09868,小鹏汽车,新能源汽车,港股,2024-04-02T12:07:33+08:00,True,自愿公告 2024年3月及第一季度智能车交付数据,http://static.cninfo.com.cn/finalpage/2024-04-02/1219499685.PDF,产销数据,in_sample,新势力整车厂，交付量与车型周期决定收入，毛利率从负值修复中，盈利质量仍是主要风险。港股仅披露中报与年报，季度颗粒度不足,智能车交付量保持增长，新车型周期带动需求回升,毛利率随规模与技术服务收入改善，不回落到历史低位,研发与产能投入可持续，现金流不出现明显恶化,14
independent-gold-v3-20260826,G3-E015,EVT-600276-00232,3e1aab898f28a19a4c67c15f915ac5bdfd97997d8c31b1cee8cb7ea81efddf87,600276,恒瑞医药,医药,A股,2025-01-10T00:00:00+08:00,False,恒瑞医药关于药品上市许可申请获受理的提示性公告,http://static.cninfo.com.cn/finalpage/2025-01-10/1222283951.PDF,药品注册与上市,in_sample,创新药转型期，创新药放量与对外授权接续仿制药集采缺口，毛利率高但集采与研发成败是关键观察点,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,研发投入强度维持，管线推进不出现关键品种研发失败,15
independent-gold-v3-20260826,G3-E016,EVT-00175-00265,58f8a2ca39a91c5137825088b73373f41d1085db5e0a65ac0045bb619a8480d6,00175,吉利汽车,新能源汽车,港股,2025-10-01T23:59:59+08:00,True,未经审核之二零二五年九月销量,http://static.cninfo.com.cn/finalpage/2025-10-01/1224697779.PDF,产销数据,out_of_sample,新能源转型见效，销量与出口双增长支撑收入，平台整合与毛利率改善是核心观察点。港股披露频率低于 A 股,新能源车型销量放量带动整体销量增长，出口贡献增量,平台化与规模效应改善毛利率，新能源转型不持续拖累盈利,品牌与平台整合按计划推进，不出现大额整合损失,16
independent-gold-v3-20260826,G3-E017,EVT-002371-00060,05913633cf90a31192ab2b578ba59c9acaf40b7cec0d04611fbb207e6ca51ce8,002371,北方华创,芯片半导体,A股,2024-04-30T00:00:00+08:00,False,关于公司2024年度日常关联交易预计的公告,http://static.cninfo.com.cn/finalpage/2024-04-30/1219908871.PDF,担保与关联交易,in_sample,前道设备国产化核心标的，晶圆厂扩产与国产化率提升支撑订单与收入，需跟踪毛利率与交付节奏,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,17
independent-gold-v3-20260826,G3-E018,EVT-00175-00009,9ca5c882c40b75acccc741456a1cf2fc22e4d14ea105e3e0966aa6eb8bd34d44,00175,吉利汽车,新能源汽车,港股,2024-02-20T16:50:24+08:00,True,关连交易出售睿蓝汽车之股权,http://static.cninfo.com.cn/finalpage/2024-02-20/1219142414.PDF,其他,in_sample,新能源转型见效，销量与出口双增长支撑收入，平台整合与毛利率改善是核心观察点。港股披露频率低于 A 股,新能源车型销量放量带动整体销量增长，出口贡献增量,平台化与规模效应改善毛利率，新能源转型不持续拖累盈利,品牌与平台整合按计划推进，不出现大额整合损失,18
independent-gold-v3-20260826,G3-E019,EVT-002594-00333,9b075bc0b061743ff36dea56cf9cb601aea606b76bfa50dd0a9b80efcb0a4755,002594,比亚迪,新能源汽车,A股,2026-03-03T00:00:00+08:00,False,H股公告（股份发行人及根据《上市规则》第十九B章上市的香港预托证券发行人的证券变动月报表）,http://static.cninfo.com.cn/finalpage/2026-03-03/1224992511.PDF,程式化披露,out_of_sample,新能源汽车销量与出口结构改善支撑收入，垂直一体化对冲价格战，需跟踪毛利率与海外扩张落地,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,海外工厂与产能扩张按计划落地，不出现大额投资减值,19
independent-gold-v3-20260826,G3-E020,EVT-000538-00191,9d64bb56b616600b29ddeec3f7af574cff318a8c49f79881397da9d731b39039,000538,云南白药,医药,A股,2026-02-11T00:00:00+08:00,False,关于聘任中药战略科学家、首席科学家的自愿性信息披露公告,http://static.cninfo.com.cn/finalpage/2026-02-11/1224975081.PDF,其他,out_of_sample,中药与健康消费品，增长平稳，毛利率与渠道结构是主要观察点，历史上曾因证券投资造成业绩波动,工业药品与健康品渠道保持稳定，不出现持续负增长,毛利率随产品结构与原料成本波动，不持续低于历史区间,渠道与品牌投入保持，不出现商誉或投资大额减值,20
independent-gold-v3-20260826,G3-E021,EVT-600276-00488,0a7c4e2c631c9c3fb2c19f76c82a1573d757581349d86147cecdd37849482464,600276,恒瑞医药,医药,A股,2025-12-08T00:00:00+08:00,False,恒瑞医药关于公司药品纳入国家医保目录的公告,http://static.cninfo.com.cn/finalpage/2025-12-08/1224856686.PDF,集采与准入,out_of_sample,创新药转型期，创新药放量与对外授权接续仿制药集采缺口，毛利率高但集采与研发成败是关键观察点,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,研发投入强度维持，管线推进不出现关键品种研发失败,21
independent-gold-v3-20260826,G3-E022,EVT-002594-00179,f52aca839afeb00053c08923a641551d1720f9a3700bc74bccab8b4115392ab8,002594,比亚迪,新能源汽车,A股,2025-03-18T00:00:00+08:00,False,公司章程（2025年3月）,http://static.cninfo.com.cn/finalpage/2025-03-18/1222822328.PDF,治理,in_sample,新能源汽车销量与出口结构改善支撑收入，垂直一体化对冲价格战，需跟踪毛利率与海外扩张落地,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,海外工厂与产能扩张按计划落地，不出现大额投资减值,22
independent-gold-v3-20260826,G3-E023,EVT-603986-00379,1d5ba0031250e1f7b3e01639d0689d10ac6f2d2ec5a1972d2d4d873de611db04,603986,兆易创新,芯片半导体,A股,2025-10-29T00:00:00+08:00,False,兆易创新第五届董事会第六次会议决议公告,http://static.cninfo.com.cn/finalpage/2025-10-29/1224754268.PDF,治理,out_of_sample,存储与 MCU 设计商，需求随下游复苏与库存去化回升，毛利率对存储价格周期高度敏感，需跟踪产品结构,存储与 MCU 需求随消费电子与工业复苏回升，库存周期见底,毛利率随产品结构改善回升，不因存储价格波动持续走低,新品研发与产能储备按计划推进，不出现存货大额跌价,23
independent-gold-v3-20260826,G3-E024,EVT-688981-00127,92deb57f1561103fa29e0c673174dae009a7ec63dcfd9b94048f9db7314b8ce1,688981,中芯国际,芯片半导体,A股,2025-04-01T00:00:00+08:00,False,港股公告：翌日披露报表,http://static.cninfo.com.cn/finalpage/2025-04-01/1222973643.PDF,程式化披露,in_sample,成熟制程代工龙头，国产替代与产能利用率回升支撑收入，折旧与价格压力是盈利的主要观察点,成熟制程产能利用率与晶圆出货保持增长，国产替代需求是主要驱动,毛利率随产能利用率回升，折旧压力不导致盈利持续恶化,资本开支与扩产节奏匹配下游需求，先进制程投入不出现大额减值,24
independent-gold-v3-20260826,G3-E025,EVT-600276-00266,280af2aff6040022799aa262f06f2e80c7b364a2588ea5a20e7d103d667a17a2,600276,恒瑞医药,医药,A股,2025-03-31T00:00:00+08:00,False,恒瑞医药2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-03-31/1222961962.PDF,定期报告,in_sample,创新药转型期，创新药放量与对外授权接续仿制药集采缺口，毛利率高但集采与研发成败是关键观察点,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,研发投入强度维持，管线推进不出现关键品种研发失败,25
independent-gold-v3-20260826,G3-E026,EVT-002594-00163,cd4afb9eecaa08d8c242422988fa48ca69ba63b025eabb33044977fb6fe17e2b,002594,比亚迪,新能源汽车,A股,2025-01-08T00:00:00+08:00,False,H股公告（股份发行人及根据《上市规则》第十九B章上市的香港预托证券发行人的证券变动月报表）,http://static.cninfo.com.cn/finalpage/2025-01-08/1222257663.PDF,程式化披露,in_sample,新能源汽车销量与出口结构改善支撑收入，垂直一体化对冲价格战，需跟踪毛利率与海外扩张落地,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,海外工厂与产能扩张按计划落地，不出现大额投资减值,26
independent-gold-v3-20260826,G3-E027,EVT-688981-00343,87823ff993b0271d4966243d3caac535537181220d3e1594b5c61fad6ee699b3,688981,中芯国际,芯片半导体,A股,2026-06-04T00:00:00+08:00,False,中芯国际2026年度股东会会议资料,http://static.cninfo.com.cn/finalpage/2026-06-04/1225349272.PDF,其他,out_of_sample,成熟制程代工龙头，国产替代与产能利用率回升支撑收入，折旧与价格压力是盈利的主要观察点,成熟制程产能利用率与晶圆出货保持增长，国产替代需求是主要驱动,毛利率随产能利用率回升，折旧压力不导致盈利持续恶化,资本开支与扩产节奏匹配下游需求，先进制程投入不出现大额减值,27
independent-gold-v3-20260826,G3-E028,EVT-09868-00141,305be7a0f007b68deab1ad3e98d9a0d9f7720598e020c15b84010c0a9be75542,09868,小鹏汽车,新能源汽车,港股,2026-01-01T18:52:07+08:00,True,自愿公告2025年12 月及第四季度智能车交付数据,http://static.cninfo.com.cn/finalpage/2026-01-01/1224915704.PDF,产销数据,out_of_sample,新势力整车厂，交付量与车型周期决定收入，毛利率从负值修复中，盈利质量仍是主要风险。港股仅披露中报与年报，季度颗粒度不足,智能车交付量保持增长，新车型周期带动需求回升,毛利率随规模与技术服务收入改善，不回落到历史低位,研发与产能投入可持续，现金流不出现明显恶化,28
independent-gold-v3-20260826,G3-E029,EVT-600276-00635,87c3c66fc40f2646067c3914d75f1b66640531cd2ec05a2d376641347ad19675,600276,恒瑞医药,医药,A股,2026-05-12T00:00:00+08:00,False,恒瑞医药关于与百时美施贵宝公司签署战略合作及许可协议的公告,http://static.cninfo.com.cn/finalpage/2026-05-12/1225300018.PDF,订单与合同,out_of_sample,创新药转型期，创新药放量与对外授权接续仿制药集采缺口，毛利率高但集采与研发成败是关键观察点,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,研发投入强度维持，管线推进不出现关键品种研发失败,29
independent-gold-v3-20260826,G3-E030,EVT-600276-00513,41bc770a00af193fcd36c62f374ef62fcd175ab0b4dbcdf1e8a742b50878663c,600276,恒瑞医药,医药,A股,2026-01-06T00:00:00+08:00,False,恒瑞医药关于获得药物临床试验批准通知书的公告,http://static.cninfo.com.cn/finalpage/2026-01-06/1224919037.PDF,药品研发进展,out_of_sample,创新药转型期，创新药放量与对外授权接续仿制药集采缺口，毛利率高但集采与研发成败是关键观察点,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,研发投入强度维持，管线推进不出现关键品种研发失败,30
independent-gold-v3-20260826,G3-E031,EVT-603259-00002,3937bf0540ffbaaf6851be9dcfc7501e625642a0acfb7649b32d4ec2e437b100,603259,药明康德,医药,A股,2024-01-03T00:00:00+08:00,False,关于2019年限制性股票与股票期权激励计划首次授予股票期权2023年第四季度自主行权结果暨股份变动公告,http://static.cninfo.com.cn/finalpage/2024-01-03/1218791594.PDF,股权激励,in_sample,全球医药研发外包龙头，订单随创新药投入周期波动，地缘政治与产能利用率是核心风险点,CXO 订单与在手订单随全球创新药研发投入回暖恢复增长,产能利用率与项目结构支撑毛利率，不因价格竞争持续走低,新增产能与地缘政治风险可控，海外基地建设按计划推进,31
independent-gold-v3-20260826,G3-E032,EVT-688981-00162,9bd1c589d4f1dd7ca10cc183362c3d73b1f167441512ce8720e7c2d552cc015a,688981,中芯国际,芯片半导体,A股,2025-08-05T00:00:00+08:00,False,华夏上证科创板50成份交易型开放式指数证券投资基金关于所持中芯国际集成电路制造有限公司境内股票变动的提示性公告,http://static.cninfo.com.cn/finalpage/2025-08-05/1224386813.PDF,其他,in_sample,成熟制程代工龙头，国产替代与产能利用率回升支撑收入，折旧与价格压力是盈利的主要观察点,成熟制程产能利用率与晶圆出货保持增长，国产替代需求是主要驱动,毛利率随产能利用率回升，折旧压力不导致盈利持续恶化,资本开支与扩产节奏匹配下游需求，先进制程投入不出现大额减值,32
independent-gold-v3-20260826,G3-E033,EVT-603259-00034,b519a4fe432d512a0ca1fb50aa641b22f5668685757e4f5b2c77f31079d0d773,603259,药明康德,医药,A股,2024-03-09T00:00:00+08:00,False,关于回购注销部分股票通知债权人的公告,http://static.cninfo.com.cn/finalpage/2024-03-09/1219267101.PDF,回购与持股变动,in_sample,全球医药研发外包龙头，订单随创新药投入周期波动，地缘政治与产能利用率是核心风险点,CXO 订单与在手订单随全球创新药研发投入回暖恢复增长,产能利用率与项目结构支撑毛利率，不因价格竞争持续走低,新增产能与地缘政治风险可控，海外基地建设按计划推进,33
independent-gold-v3-20260826,G3-E034,EVT-603986-00127,e5a8846bec73a17d6fd03cd92dea45e11191a5cabbe2892b76a0ef3fe56311e3,603986,兆易创新,芯片半导体,A股,2024-08-21T00:00:00+08:00,False,兆易创新2024年半年度募集资金存放与实际使用情况专项报告,http://static.cninfo.com.cn/finalpage/2024-08-21/1220923954.PDF,融资,in_sample,存储与 MCU 设计商，需求随下游复苏与库存去化回升，毛利率对存储价格周期高度敏感，需跟踪产品结构,存储与 MCU 需求随消费电子与工业复苏回升，库存周期见底,毛利率随产品结构改善回升，不因存储价格波动持续走低,新品研发与产能储备按计划推进，不出现存货大额跌价,34
independent-gold-v3-20260826,G3-E035,EVT-600276-00083,8c94170728660b3cb14c010ca30226fb8bcc0d5b4784407362f05b5ea7cec518,600276,恒瑞医药,医药,A股,2024-05-22T00:00:00+08:00,False,恒瑞医药关于获得药品注册证书的公告,http://static.cninfo.com.cn/finalpage/2024-05-22/1220121916.PDF,药品注册与上市,in_sample,创新药转型期，创新药放量与对外授权接续仿制药集采缺口，毛利率高但集采与研发成败是关键观察点,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,研发投入强度维持，管线推进不出现关键品种研发失败,35
independent-gold-v3-20260826,G3-E036,EVT-600276-00670,8323fe9c305462db115134197211f814e2c9dab84c6dab1d5aa125e0b793277e,600276,恒瑞医药,医药,A股,2026-07-08T00:00:00+08:00,False,恒瑞医药关于获得药物临床试验批准通知书的公告,http://static.cninfo.com.cn/finalpage/2026-07-08/1225413220.PDF,药品研发进展,out_of_sample,创新药转型期，创新药放量与对外授权接续仿制药集采缺口，毛利率高但集采与研发成败是关键观察点,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,研发投入强度维持，管线推进不出现关键品种研发失败,36
independent-gold-v3-20260826,G3-E037,EVT-600276-00012,830ccdad858603c65075faaa9f47dbdaf66198871098f42df0a26d7283b09d3b,600276,恒瑞医药,医药,A股,2024-02-01T00:00:00+08:00,False,恒瑞医药关于获得药品注册证书的公告,http://static.cninfo.com.cn/finalpage/2024-02-01/1219055661.PDF,药品注册与上市,in_sample,创新药转型期，创新药放量与对外授权接续仿制药集采缺口，毛利率高但集采与研发成败是关键观察点,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,研发投入强度维持，管线推进不出现关键品种研发失败,37
independent-gold-v3-20260826,G3-E038,EVT-002594-00034,fd46ff3cf6b3c9adbb0dc0798a6950191205fde0660b9dfeed0117a1a1b9eaf0,002594,比亚迪,新能源汽车,A股,2024-03-21T00:00:00+08:00,False,H股公告（通函）,http://static.cninfo.com.cn/finalpage/2024-03-21/1219358761.PDF,其他,in_sample,新能源汽车销量与出口结构改善支撑收入，垂直一体化对冲价格战，需跟踪毛利率与海外扩张落地,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,海外工厂与产能扩张按计划落地，不出现大额投资减值,38
independent-gold-v3-20260826,G3-E039,EVT-00175-00451,86f21187d4e0eaee1c0e50ad1709df0e84822f2f012cc963564b56157621129a,00175,吉利汽车,新能源汽车,港股,2026-08-02T18:14:26+08:00,True,月报表截至31/7/2026,http://static.cninfo.com.cn/finalpage/2026-08-02/1225452827.PDF,程式化披露,out_of_sample,新能源转型见效，销量与出口双增长支撑收入，平台整合与毛利率改善是核心观察点。港股披露频率低于 A 股,新能源车型销量放量带动整体销量增长，出口贡献增量,平台化与规模效应改善毛利率，新能源转型不持续拖累盈利,品牌与平台整合按计划推进，不出现大额整合损失,39
independent-gold-v3-20260826,G3-E040,EVT-002371-00298,ca7b3dfcfadb8cf8277a4f4ae18ab4fdac18d364ef03e09c8f1d606d1c035387,002371,北方华创,芯片半导体,A股,2025-11-06T00:00:00+08:00,False,关于开立募集资金暂时补充流动资金专项账户并签订募集资金三方监管协议的公告,http://static.cninfo.com.cn/finalpage/2025-11-06/1224788384.PDF,订单与合同,out_of_sample,前道设备国产化核心标的，晶圆厂扩产与国产化率提升支撑订单与收入，需跟踪毛利率与交付节奏,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,40
independent-gold-v3-20260826,G3-E041,EVT-000538-00186,3b74bdf63ba86e22ecae0616ec4a6a8cda8a83041ba8e2530e8d1294fe405082,000538,云南白药,医药,A股,2025-12-31T18:54:32+08:00,True,关于2026年度预计日常关联交易的公告,http://static.cninfo.com.cn/finalpage/2025-12-31/1224913542.PDF,担保与关联交易,out_of_sample,中药与健康消费品，增长平稳，毛利率与渠道结构是主要观察点，历史上曾因证券投资造成业绩波动,工业药品与健康品渠道保持稳定，不出现持续负增长,毛利率随产品结构与原料成本波动，不持续低于历史区间,渠道与品牌投入保持，不出现商誉或投资大额减值,41
independent-gold-v3-20260826,G3-E042,EVT-603986-00486,822cd0cf98660b17f29e9044308577dd283a50711ad694655895fb149548e7a5,603986,兆易创新,芯片半导体,A股,2026-06-17T00:00:00+08:00,False,兆易创新关于2024年股票期权激励计划第二个行权期行权结果暨股份过户登记及上市的公告,http://static.cninfo.com.cn/finalpage/2026-06-17/1225373802.PDF,程式化披露,out_of_sample,存储与 MCU 设计商，需求随下游复苏与库存去化回升，毛利率对存储价格周期高度敏感，需跟踪产品结构,存储与 MCU 需求随消费电子与工业复苏回升，库存周期见底,毛利率随产品结构改善回升，不因存储价格波动持续走低,新品研发与产能储备按计划推进，不出现存货大额跌价,42
independent-gold-v3-20260826,G3-E043,EVT-688981-00334,7bc28bfd2754afc09ce1387355e1931a4630558c1b672d7853ea82dfc3ec77f0,688981,中芯国际,芯片半导体,A股,2026-05-15T00:00:00+08:00,False,中芯国际2026年第一季度报告,http://static.cninfo.com.cn/finalpage/2026-05-15/1225307101.PDF,定期报告,out_of_sample,成熟制程代工龙头，国产替代与产能利用率回升支撑收入，折旧与价格压力是盈利的主要观察点,成熟制程产能利用率与晶圆出货保持增长，国产替代需求是主要驱动,毛利率随产能利用率回升，折旧压力不导致盈利持续恶化,资本开支与扩产节奏匹配下游需求，先进制程投入不出现大额减值,43
