关系样本ID,事件样本ID,查询ID,公司,证券代码,检索截止时间,查询假设,候选文档ID,候选公告标题,候选发布日期,候选原文链接,关键证据定位,关键证据原文
V6-R-Q013-C10,V6-E-002371-C10,V6-Q013,北方华创,002371,2026-08-26T18:00:00+08:00,研发投入增长能否转化为刻蚀薄膜等高端设备收入,DOC-EVT-002371-00415,关于召开2026年第一次临时股东会的通知,2026-07-31T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-07-31/1225448026.PDF,第1页,证券代码：002371 证券简称：北方华创 公告编号：2026-044 北方华创科技集团股份有限公司 关于召开 2026 年第一次临时股东会的通知 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假 记载、误导性陈述或者重大遗漏。 一、召开会议的基本情况 1．股东会届次：2026 年第一次临时股东会 2．股东会的召集人：公司董事会。 3．会议召开的合法、合规性：北方华创科技集团股份有限公司（以下简称 “公司”）第九届董事会第四次会议于 2026 年 7 月 21 日召开，会议审议通过了 《关于召开 2026 年第一次临时股东会的议案》。本次股东会的召开符合《公司 法》《上市公司股东会规则》等法律、法规、规范性文件及《公司章程》的有关 规定。 4．会议召开日期和时间： （1）现场会议时间：2026 年 8 月 17 日 14:30。 （2）网络投票时间： 通过深圳证券交易所交易系统进行网络投票的具体时间为：2026 年 8 月 17 日的交易时间，即 9:15-9:25，9:30-11:30 和 13:00-15:00。 通过深圳证券交易所互联网投票系统投票的时间为：2026 年 8 月 17 日 9:15-15:00 期间的任意时间。 5．会议召开方式：本次采用现场表决与网络投票相结合的方式召开。 公司将通过深圳证券交易所交易系统和互联网投票系统（http://wltp.cninfo.c om.cn）向全体股东提供网络形式的投票平台，股东可以在网络投票时间内…
V6-R-Q014-C05,V6-E-688981-C05,V6-Q014,中芯国际,688981,2026-08-26T18:00:00+08:00,产能利用率变化能否覆盖新增折旧并改善毛利率,DOC-EVT-688981-00083,港股公告：董事名单与其角色和职能,2024-09-28T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2024-09-28/1221312676.PDF,第1页,"SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION 中 芯 國 際 集 成 電 路 製 造 有 限 公 司 * （於開曼群島註冊成立之有限公司） （股份代號：00981） 董事名單與其角色和職能 中芯國際集成電路製造有限公司董事會(「董事會」)成員載列如下： 執行董事 劉訓峰 (董事長) 非執行董事 魯國慶 陳山枝 楊魯閩 獨立非執行董事 范仁達 劉明 吳漢明 董事會下設四個委員會。下表提供各董事會成員在這些委員會中所擔任的職位： 董事委員會 董事會成員 審計委員會 薪酬委員會 提名委員會 戰略委員會 劉訓峰 - - 主席 - 魯國慶 - 成員 - - 陳山枝 - - - 主席 楊魯閩 - - - 成員 范仁達 主席 主席 成員 - 劉明 成員 成員 - 成員 吳漢明 成員 - 成員 成員 上海, 2024年9月27日 * 僅供識別"
V6-R-Q014-C03,V6-E-688981-C03,V6-Q014,中芯国际,688981,2026-08-26T18:00:00+08:00,产能利用率变化能否覆盖新增折旧并改善毛利率,DOC-EVT-688981-00167,中芯国际2025年半年度报告,2025-08-29T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2025-08-29/1224608545.PDF,第19页,中芯国际集成电路制造有限公司2025 年半年度报告 19 / 153 3. 供应链风险 集成电路晶圆代工行业对原材料、零备件、软件、设备及服务支持等有较高要求，部分重要 原材料、零备件、软件、核心设备及服务支持等在全球范围内的合格供应商数量较少，且大多来 自中国境外。 未来，如果公司的重要原材料、零备件、软件、核心设备及服务支持等发生供应短缺、延迟 交货、价格大幅上涨，或者供应商所处的国家和/或地区与他国发生贸易摩擦、外交冲突、战争等 进而影响到相应原材料、零备件、软件、设备及服务支持等的出口许可、供应或价格上涨，可能 会对公司生产经营及持续发展产生不利影响。 (三)财务风险 1. 业绩波动风险 宏观环境的波动，集成电路行业景气度变化，境内外客户需求未达预期，主要原材料、设备 等价格波动，厂务、电力、设备验证等事件带来的非计划性生产波动，持续进行的产能扩张带来 的高额资本开支、高折旧期及研发投入等情况，可能导致公司在一定时期内面临销售收入、毛利 率和利润波动等风险。 2. 资产减值风险 作为资本密集型企业，本集团固定资产规模较大。未来，若发生资产市价当期大幅下跌且跌 幅明显高于因时间推移或正常使用而预计的下跌，或公司所处的经济、技术或者法律等环境以及 资产所处的市场在当期或者将在近期发生重大变化，或市场利率或者其他市场投资报酬率在当期 已经提高从而影响公司计算资产预计未来现金流量现值的折现率等迹象，可能造成资产使用率不 足、终止使用或提前处置，或导致资产可收回金额低于账面价…
V6-R-Q014-C07,V6-E-688981-C07,V6-Q014,中芯国际,688981,2026-08-26T18:00:00+08:00,产能利用率变化能否覆盖新增折旧并改善毛利率,DOC-EVT-688981-00142,中芯国际2025年第一季度报告,2025-05-09T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2025-05-09/1223496514.PDF,第2页,中芯国际集成电路制造有限公司2025 年第一季度报告 2 / 16 一、公司基本情况 (一)2025年第二季指引 以下声明为前瞻性陈述，基于目前的预期并涵盖风险和不确定性。以下数据不包含汇率变动 的影响。本公司预期国际财务报告准则下的指引为：  季度收入环比下降 4%至下降 6%。  毛利率介于 18%至 20%的范围内。 (二)管理层评论 按照国际财务报告准则，一季度，公司整体实现销售收入 22.47 亿美元，环比增长 1.8%；毛 利率为 22.5%，环比大致持平；产能利用率上升至 89.6%，环比增长 4.1 个百分点。 二季度，公司给出的收入指引为环比下降 4%到 6%，毛利率指引为 18%到 20%。 公司认为下半年是机遇与挑战并存。公司会提升应变和抵抗风险的能力，最主要还是保持定 力，做好本业，做好当下。
V6-R-Q014-C04,V6-E-688981-C04,V6-Q014,中芯国际,688981,2026-08-26T18:00:00+08:00,产能利用率变化能否覆盖新增折旧并改善毛利率,DOC-EVT-688981-00329,中芯国际关于董事重选的公告,2026-05-15T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-05-15/1225307089.PDF,第1页,1 A股代码：688981 A股简称：中芯国际 公告编号：2026-019 港股代码：00981 港股简称：中芯国际 中芯国际集成电路制造有限公司 关于董事重选的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈 述或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。 中芯国际集成电路制造有限公司（以下简称“本公司”）根据现行《经修 订及重述组织章程大纲及细则》（以下简称“组织章程细则”）有关规定，于 2026年5月14日召开董事会审议通过了《关于董事重选的议案》，该议案尚须 提交本公司2026年度股东会审议。现将董事重选情况公告如下： 一、董事会成员情况 目前，本公司董事会包括三名第一类董事：鲁国庆先生、黄登山先生及吴 汉明教授；三名第二类董事：刘训峰博士、陈山枝博士及范仁达博士；三名第 三类董事：杨鲁闽先生、刘明教授及陈信元教授。 二、重选董事情况 三名第一类董事鲁国庆先生、黄登山先生及吴汉明教授，根据组织章程细 则第92条，将于2026年度股东会上退任，并均符合资格及有意愿于年度股东会 上重选连任至2029年度股东会。 上述将于2026年度股东会上重选连任的三名董事简历载列于附件。 特此公告。 中芯国际集成电路制造有限公司 董事会 2026 年 5 月 15 日
V6-R-Q014-C02,V6-E-688981-C02,V6-Q014,中芯国际,688981,2026-08-26T18:00:00+08:00,产能利用率变化能否覆盖新增折旧并改善毛利率,DOC-EVT-688981-00287,中芯国际2025年度非经营性资金占用及其他关联资金往来情况的专项说明,2026-03-27T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-03-27/1225037051.PDF,第2页,1 非经营性资金占用及其他关联资金往来情况的专项说明 安永华明（2026）专字第70017693_B03号 中芯国际集成电路制造有限公司 中芯国际集成电路制造有限公司董事会： 我们审计了中芯国际集成电路制造有限公司的2025年度财务报表，包括2025年12 月31日的合并及公司资产负债表，2025年度的合并及公司利润表、股东权益变动表和 现金流量表以及 相关财务报表附注， 并于2026年3月26日出具了 编号为 安永华明 （2026）审字第70017693_B01号的无保留意见审计报告。 按照《上市公司监管指引第8号——上市公司资金往来、对外担保的监管要求》的 要求，中芯国际集成电路制造有限公司编制了后附的2025年度非经营性资金占用及其 他关联资金往来情况汇总表（以下简称“汇总表”）。 如实编制和对外披露汇总表，并确保其真实性、合法性、完整性是中芯国际集成 电路制造有限公司的责任。我们对汇总表所载资料与我们审计 中芯国际集成电路制造 有限公司2025年度财务报表时所复核的会计资料和经审计的财务报表的相关内容进行 了核对，在所有重大方面没有发现不一致之处。除了对 中芯国际集成电路制造有限公 司2025年度财务报表出具审计报告而执行的审计程序外，我们并未对汇总表所载资料 执行额外的审计程序。 为了更好地理解中芯国际集成电路制造有限公司2025年度非经营性资金占用及其 他关联资金往来情况，汇总表应当与经审计的财务报表一并阅读。 本专项说明仅供中芯国际集成电路制造有限公司为202…
V6-R-Q014-C08,V6-E-688981-C08,V6-Q014,中芯国际,688981,2026-08-26T18:00:00+08:00,产能利用率变化能否覆盖新增折旧并改善毛利率,DOC-EVT-688981-00096,港股公告：中芯国际截至2024年9月30日止三个月未经审核业绩公布,2024-11-08T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2024-11-08/1221649953.PDF,第1页,"- 1 - 香港交易及結算所有限公司及香港聯合交易所有限公司對本公告的內容概不負責，對其準確性或完整性 亦不發表任何聲明，並明確表示，概不對因本文檔全部或任何部份內容而産生或因倚賴該等內容而引致 的任何損失承擔任何責任。 SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATIO N 中芯國際集成電路製造有限公司 * (於開曼群島注冊成立之有限公司) (股份代號：0098 1) 中芯國際截至 202 4年9月30日止三個月未經審核業績公佈 除非以下額外說明，本合併財務信息係依國際財務報告準則編製且表達。  2024 年第三季的銷售收入為 2,171.2 百萬美元，2024 年第二季為 1,901.3 百萬美元，2023 年第 三季為 1,620.6 百萬美元。  2024 年第三季毛利為 444.2 百萬美元，2024 年第二季為 265.1 百萬美元，2023 年第三季為 321.6 百萬美元。  2024 年第三季毛利率為 20.5%，2024 年第二季為 13.9%，2023 年第三季為 19.8%。 以下爲本公司及其子公司(「本集團」)於 2024 年 11 月 7 日就截至 2024 年 9 月 30 日止三個月的未經審 核業績公佈全文。 除非特別指明，所有貨幣以美元列賬。 中國上海 ─ 2024 年11月7 日 ─ 國際主要半導體代工製造商中芯國際集成電路製造有限公司(香港聯 交所股份代號：00981；上交所科…"
V6-R-Q014-C10,V6-E-688981-C10,V6-Q014,中芯国际,688981,2026-08-26T18:00:00+08:00,产能利用率变化能否覆盖新增折旧并改善毛利率,DOC-EVT-688981-00367,中芯国际2021年科创板限制性股票激励计划预留授予部分第四个归属期符合归属条件的公告,2026-07-22T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-07-22/1225435807.PDF,第1页,"1 A股代码：688981 A股简称：中芯国际 公告编号：2026-029 港股代码：00981 港股简称：中芯国际 中芯国际集成电路制造有限公司 2021 年科创板限制性股票激励计划 预留授予部分第四个归属期符合归属条件的公告 本公司董事会及全体董事保证公告内容不存在任何虚假记载、误导性陈述或 者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。 重要内容提示：  限制性股票拟归属数量：103.16万股  归属股票来源：公司向激励对象定向发行公司 A股普通股股票。 一、本次股权激励计划批准及实施情况 （一）本次股权激励计划方案及履行的程序 1、本次股权激励计划主要内容 （1）股权激励方式：第二类限制性股票。 （2）授予数量：授予的限制性股票总量为 7,565.04万股，约占公司2021年 科创板限制性股票激励计划（以下简称“激励计划”）草案公告时公司股本总额 790,006.4794万股的 0.96%。其中首次授予6,753.52万股，约占激励计划草案公 告时公司股本总额的 0.85%；预留 811.52万股，约占激励计划草案公告时公司股 本总额的 0.10%。 （3）授予价格：20元/股，即满足授予条件和归属条件后，激励对象可以每 股 20元/股的价格购买公司向激励对象增发的公司 A股普通股股票。 （4）激励人数：首次授予 3,944人，为公司董事、高级管理人员、核心技术 人员、中高级业务管理人员、技术及业务骨干人员。预留授予 1,175人，为公司"
V6-R-Q014-C01,V6-E-688981-C01,V6-Q014,中芯国际,688981,2026-08-26T18:00:00+08:00,产能利用率变化能否覆盖新增折旧并改善毛利率,DOC-EVT-688981-00295,中芯国际2026年度“提质增效重回报”行动方案,2026-03-27T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-03-27/1225037065.PDF,第1页,1 中芯国际集成电路制造有限公司 2026 年度“提质增效重回报”行动方案 中芯国际集成电路制造有限公司（以下简称“公司”）积极贯彻落 实科创板上市公司“提质增效重回报”专项行动，于2025 年3 月27 日发布了《2025 年度“提质增效重回报”行动方案》，并于2025 年 8 月28 日发布了《关于2025 年度“提质增效重回报”行动方案的半 年度评估报告》。 2025 年，公司聚焦主业发展、深化技术创新、强化内控治理， 推进“产能建设上台阶、绑定客户拓市场、降本增效优运营”，持续 提升公司核心竞争力；公司亦通过优化投资者关系管理，并将 ESG 治理深度融入运营与决策全过程，向资本市场积极传递公司价值。 2026 年，公司将持续做优存量、挖掘增量，巩固稳健向好的增 长态势，在经营管理、研发创新、公司治理、投资者关系及践行ESG 理念等方面采取积极措施，推动公司高质量发展，保障投资者权益， 进一步增强公司可持续发展韧性。 公司2025 年度“提质增效重回报”行动方案执行情况及 2026 年 度行动方案主要举措如下： 一、聚焦集成电路代工主业，深耕服务全球客户 ——持续夯实运营基础，经营业绩再上台阶 公司是世界领先的集成电路晶圆代工企业之一，也是中国大陆集 成电路制造业领导者。基于国际化运营的理念，为全球客户服务，建 立了辐射全球的服务基地与运营网络。
V6-R-Q014-C06,V6-E-688981-C06,V6-Q014,中芯国际,688981,2026-08-26T18:00:00+08:00,产能利用率变化能否覆盖新增折旧并改善毛利率,DOC-EVT-688981-00109,中芯国际关于与大唐控股订立2025年框架协议暨关联（连）交易的公告,2025-02-12T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2025-02-12/1222514980.pdf,第1页,1 A股代码：688981 A股简称：中芯国际 公告编号：2025-003 港股代码：00981 港股简称：中芯国际 中芯国际集成电路制造有限公司 关于与大唐控股订立2025年框架协议暨 关联（连）交易的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈 述或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。 一、2025年框架协议概况 谨此提述本公司日期为2022年2月10日及日期为2022年5月12日的公告，内 容有关订立2022年框架协议及修订2022年度的年度限额。由于2022年框架协议 已于2024年12月31日届满且本公司拟继续进行其项下的交易，本公司宣布，于 2025年2月11日与大唐控股就持续关连交易签订2025年框架协议，自2025年1月1 日起为期三年。 （一）主要条款概要 订约方： (1) 本公司；及 (2) 大唐控股 签立日期： 2025年2月11日 有效期： 自2025年1月1日起至2027年12月31日止三年 主要条款： 中芯国际集团与大唐控股及其关联公司将开展业 务方面的合作，包括但不限于芯片加工服务。
V6-R-Q014-C09,V6-E-688981-C09,V6-Q014,中芯国际,688981,2026-08-26T18:00:00+08:00,产能利用率变化能否覆盖新增折旧并改善毛利率,DOC-EVT-688981-00350,中芯国际关于股东权益变动的提示性公告,2026-06-25T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-06-25/1225386191.PDF,第1页,"1 A 股代码：688981 A 股简称：中芯国际 公告编号：2026-026 港股代码：00981 港股简称：中芯国际 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈 述或者重大遗漏，并对其内容的真实性、准确性和完整性承担相应的法律责任。 重要内容提示：  本次权益变动系中芯国际集成电路制造有限公司（以下简称“公司”） 向国家集成电路产业投资基金股份有限公司（以下简称“国家集成电路基金”）、 北京集成电路制造和装备股权投资中心（有限合伙）、北京亦庄国际投资发展有 限公司、中关村发展集团股份有限公司、北京工业发展投资管理有限公司5 名交 易对方以发行股份的方式收购中芯北方集成电路制造（北京）有限公司（以下简 称“中芯北方”）49%股权所致（以下简称“本次交易”或“本次权益变动”）。  本次权益变动涉及增持，不触及要约收购。  本次权益变动后，信息披露义务人国家集成电路基金及其一致行动人合 计拥有权益的股份数量为 582,332,707 股，占公司总股本的 6.80%，成为持有公 司 5%以上股份的股东。  本次权益变动前后，公司均无控股股东、实际控制人，本次权益变动不 会导致公司控制权变更，也不会导致公司第一大股东发生变化。 公司现将股东权益变动情况公告如下： 一、本次权益变动情况 （一）信息披露义务人及其一致行动人基本情况 截至本公告披露日，信息披露义务人国家集成电路基金的基本情况如下："
V6-R-Q015-C01,V6-E-688981-C01,V6-Q015,中芯国际,688981,2026-08-26T18:00:00+08:00,先进与成熟制程收入结构变化是否提升资本回报效率,DOC-EVT-688981-00295,中芯国际2026年度“提质增效重回报”行动方案,2026-03-27T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-03-27/1225037065.PDF,第1页,1 中芯国际集成电路制造有限公司 2026 年度“提质增效重回报”行动方案 中芯国际集成电路制造有限公司（以下简称“公司”）积极贯彻落 实科创板上市公司“提质增效重回报”专项行动，于2025 年3 月27 日发布了《2025 年度“提质增效重回报”行动方案》，并于2025 年 8 月28 日发布了《关于2025 年度“提质增效重回报”行动方案的半 年度评估报告》。 2025 年，公司聚焦主业发展、深化技术创新、强化内控治理， 推进“产能建设上台阶、绑定客户拓市场、降本增效优运营”，持续 提升公司核心竞争力；公司亦通过优化投资者关系管理，并将 ESG 治理深度融入运营与决策全过程，向资本市场积极传递公司价值。 2026 年，公司将持续做优存量、挖掘增量，巩固稳健向好的增 长态势，在经营管理、研发创新、公司治理、投资者关系及践行ESG 理念等方面采取积极措施，推动公司高质量发展，保障投资者权益， 进一步增强公司可持续发展韧性。 公司2025 年度“提质增效重回报”行动方案执行情况及 2026 年 度行动方案主要举措如下： 一、聚焦集成电路代工主业，深耕服务全球客户 ——持续夯实运营基础，经营业绩再上台阶 公司是世界领先的集成电路晶圆代工企业之一，也是中国大陆集 成电路制造业领导者。基于国际化运营的理念，为全球客户服务，建 立了辐射全球的服务基地与运营网络。
V6-R-Q015-C05,V6-E-688981-C05,V6-Q015,中芯国际,688981,2026-08-26T18:00:00+08:00,先进与成熟制程收入结构变化是否提升资本回报效率,DOC-EVT-688981-00083,港股公告：董事名单与其角色和职能,2024-09-28T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2024-09-28/1221312676.PDF,第1页,"SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION 中 芯 國 際 集 成 電 路 製 造 有 限 公 司 * （於開曼群島註冊成立之有限公司） （股份代號：00981） 董事名單與其角色和職能 中芯國際集成電路製造有限公司董事會(「董事會」)成員載列如下： 執行董事 劉訓峰 (董事長) 非執行董事 魯國慶 陳山枝 楊魯閩 獨立非執行董事 范仁達 劉明 吳漢明 董事會下設四個委員會。下表提供各董事會成員在這些委員會中所擔任的職位： 董事委員會 董事會成員 審計委員會 薪酬委員會 提名委員會 戰略委員會 劉訓峰 - - 主席 - 魯國慶 - 成員 - - 陳山枝 - - - 主席 楊魯閩 - - - 成員 范仁達 主席 主席 成員 - 劉明 成員 成員 - 成員 吳漢明 成員 - 成員 成員 上海, 2024年9月27日 * 僅供識別"
V6-R-Q015-C04,V6-E-688981-C04,V6-Q015,中芯国际,688981,2026-08-26T18:00:00+08:00,先进与成熟制程收入结构变化是否提升资本回报效率,DOC-EVT-688981-00329,中芯国际关于董事重选的公告,2026-05-15T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-05-15/1225307089.PDF,第1页,1 A股代码：688981 A股简称：中芯国际 公告编号：2026-019 港股代码：00981 港股简称：中芯国际 中芯国际集成电路制造有限公司 关于董事重选的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈 述或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。 中芯国际集成电路制造有限公司（以下简称“本公司”）根据现行《经修 订及重述组织章程大纲及细则》（以下简称“组织章程细则”）有关规定，于 2026年5月14日召开董事会审议通过了《关于董事重选的议案》，该议案尚须 提交本公司2026年度股东会审议。现将董事重选情况公告如下： 一、董事会成员情况 目前，本公司董事会包括三名第一类董事：鲁国庆先生、黄登山先生及吴 汉明教授；三名第二类董事：刘训峰博士、陈山枝博士及范仁达博士；三名第 三类董事：杨鲁闽先生、刘明教授及陈信元教授。 二、重选董事情况 三名第一类董事鲁国庆先生、黄登山先生及吴汉明教授，根据组织章程细 则第92条，将于2026年度股东会上退任，并均符合资格及有意愿于年度股东会 上重选连任至2029年度股东会。 上述将于2026年度股东会上重选连任的三名董事简历载列于附件。 特此公告。 中芯国际集成电路制造有限公司 董事会 2026 年 5 月 15 日
V6-R-Q015-C10,V6-E-688981-C10,V6-Q015,中芯国际,688981,2026-08-26T18:00:00+08:00,先进与成熟制程收入结构变化是否提升资本回报效率,DOC-EVT-688981-00367,中芯国际2021年科创板限制性股票激励计划预留授予部分第四个归属期符合归属条件的公告,2026-07-22T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-07-22/1225435807.PDF,第1页,"1 A股代码：688981 A股简称：中芯国际 公告编号：2026-029 港股代码：00981 港股简称：中芯国际 中芯国际集成电路制造有限公司 2021 年科创板限制性股票激励计划 预留授予部分第四个归属期符合归属条件的公告 本公司董事会及全体董事保证公告内容不存在任何虚假记载、误导性陈述或 者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。 重要内容提示：  限制性股票拟归属数量：103.16万股  归属股票来源：公司向激励对象定向发行公司 A股普通股股票。 一、本次股权激励计划批准及实施情况 （一）本次股权激励计划方案及履行的程序 1、本次股权激励计划主要内容 （1）股权激励方式：第二类限制性股票。 （2）授予数量：授予的限制性股票总量为 7,565.04万股，约占公司2021年 科创板限制性股票激励计划（以下简称“激励计划”）草案公告时公司股本总额 790,006.4794万股的 0.96%。其中首次授予6,753.52万股，约占激励计划草案公 告时公司股本总额的 0.85%；预留 811.52万股，约占激励计划草案公告时公司股 本总额的 0.10%。 （3）授予价格：20元/股，即满足授予条件和归属条件后，激励对象可以每 股 20元/股的价格购买公司向激励对象增发的公司 A股普通股股票。 （4）激励人数：首次授予 3,944人，为公司董事、高级管理人员、核心技术 人员、中高级业务管理人员、技术及业务骨干人员。预留授予 1,175人，为公司"
V6-R-Q015-C07,V6-E-688981-C07,V6-Q015,中芯国际,688981,2026-08-26T18:00:00+08:00,先进与成熟制程收入结构变化是否提升资本回报效率,DOC-EVT-688981-00142,中芯国际2025年第一季度报告,2025-05-09T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2025-05-09/1223496514.PDF,第9页,中芯国际集成电路制造有限公司2025 年第一季度报告 9 / 16 上述股东关联关系或一致行动的说明 1.大唐控股（香港）投资有限公司为中国信息通信科技集团有限公司的全资子公司。 2.鑫芯（香港）投资有限公司为国家集成电路产业投资基金股份有限公司（以下简称“国家集成电路 基金”）的全资子公司。 3.国家集成电路基金的董事张新、李国华、唐雪峰、杨高峰同时担任国家集成电路产业投资基金二期 股份有限公司（以下简称“国家集成电路基金二期”）的董事；监事秦斌、卢伟同时担任国家集成 电路基金二期的监事；董事范冰同时担任国家集成电路基金二期的监事。 4.华芯投资管理有限责任公司作为基金管理人根据各自的委托管理协议分别对国家集成电路基金、国 家集成电路基金二期进行管理。 5.国家集成电路基金和国家集成电路基金二期有部分相同股东。 6.HKSCC NOMINEES LIMITED 是香港中央结算有限公司的全资子公司。 除此之外，公司不知悉上述其他股东是否存在关联关系或一致行动关系。 前10名股东及前10名无限售股东参与融资融券 及转融通业务情况说明（如有） 无 持股 5%以上股东、前 10 名股东及前 10 名无限售流通股股东参与转融通业务出借股份情况 □适用 √不适用 前 10 名股东及前 10 名无限售流通股股东因转融通出借/归还原因导致较上期发生变化 □适用 √不适用 四、其他提醒事项 需提醒投资者关注的关于公司报告期经营情况的其他重要信息 □适用 √不适用
V6-R-Q015-C08,V6-E-688981-C08,V6-Q015,中芯国际,688981,2026-08-26T18:00:00+08:00,先进与成熟制程收入结构变化是否提升资本回报效率,DOC-EVT-688981-00096,港股公告：中芯国际截至2024年9月30日止三个月未经审核业绩公布,2024-11-08T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2024-11-08/1221649953.PDF,第1页,"- 1 - 香港交易及結算所有限公司及香港聯合交易所有限公司對本公告的內容概不負責，對其準確性或完整性 亦不發表任何聲明，並明確表示，概不對因本文檔全部或任何部份內容而産生或因倚賴該等內容而引致 的任何損失承擔任何責任。 SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATIO N 中芯國際集成電路製造有限公司 * (於開曼群島注冊成立之有限公司) (股份代號：0098 1) 中芯國際截至 202 4年9月30日止三個月未經審核業績公佈 除非以下額外說明，本合併財務信息係依國際財務報告準則編製且表達。  2024 年第三季的銷售收入為 2,171.2 百萬美元，2024 年第二季為 1,901.3 百萬美元，2023 年第 三季為 1,620.6 百萬美元。  2024 年第三季毛利為 444.2 百萬美元，2024 年第二季為 265.1 百萬美元，2023 年第三季為 321.6 百萬美元。  2024 年第三季毛利率為 20.5%，2024 年第二季為 13.9%，2023 年第三季為 19.8%。 以下爲本公司及其子公司(「本集團」)於 2024 年 11 月 7 日就截至 2024 年 9 月 30 日止三個月的未經審 核業績公佈全文。 除非特別指明，所有貨幣以美元列賬。 中國上海 ─ 2024 年11月7 日 ─ 國際主要半導體代工製造商中芯國際集成電路製造有限公司(香港聯 交所股份代號：00981；上交所科…"
V6-R-Q015-C06,V6-E-688981-C06,V6-Q015,中芯国际,688981,2026-08-26T18:00:00+08:00,先进与成熟制程收入结构变化是否提升资本回报效率,DOC-EVT-688981-00109,中芯国际关于与大唐控股订立2025年框架协议暨关联（连）交易的公告,2025-02-12T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2025-02-12/1222514980.pdf,第1页,1 A股代码：688981 A股简称：中芯国际 公告编号：2025-003 港股代码：00981 港股简称：中芯国际 中芯国际集成电路制造有限公司 关于与大唐控股订立2025年框架协议暨 关联（连）交易的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈 述或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。 一、2025年框架协议概况 谨此提述本公司日期为2022年2月10日及日期为2022年5月12日的公告，内 容有关订立2022年框架协议及修订2022年度的年度限额。由于2022年框架协议 已于2024年12月31日届满且本公司拟继续进行其项下的交易，本公司宣布，于 2025年2月11日与大唐控股就持续关连交易签订2025年框架协议，自2025年1月1 日起为期三年。 （一）主要条款概要 订约方： (1) 本公司；及 (2) 大唐控股 签立日期： 2025年2月11日 有效期： 自2025年1月1日起至2027年12月31日止三年 主要条款： 中芯国际集团与大唐控股及其关联公司将开展业 务方面的合作，包括但不限于芯片加工服务。
