event_id,security_id,company,industry,market,title,disclosure_time,disclosure_time_precise,category,annotator_a_hypothesis,annotator_a_direction,annotator_b_hypothesis,annotator_b_direction,agreed,needs_adjudication,split,url,ruling_rule
EVT-600276-00008,600276,恒瑞医药,医药,A股,恒瑞医药关于子公司获得药物临床试验批准通知书的公告,2024-01-09T00:00:00+08:00,False,药品研发进展,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-09/1218829601.PDF,R1
EVT-002371-00001,002371,北方华创,芯片半导体,A股,收购报告书摘要,2024-01-11T00:00:00+08:00,False,投资与产能,H3-产能与扩张,中性,H3-产能与扩张,中性,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-11/1218848925.PDF,R14
EVT-002371-00002,002371,北方华创,芯片半导体,A股,简式权益变动报告书,2024-01-11T00:00:00+08:00,False,回购与持股变动,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-11/1218848926.PDF,
EVT-002371-00003,002371,北方华创,芯片半导体,A股,关于控股股东拟发生变更暨国有股权无偿划转的进展公告,2024-01-11T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-11/1218848927.PDF,
EVT-002371-00004,002371,北方华创,芯片半导体,A股,关于北京电子控股有限责任公司免于发出要约事项的法律意见书,2024-01-12T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-12/1218857410.PDF,R10
EVT-002371-00005,002371,北方华创,芯片半导体,A股,收购报告书,2024-01-12T00:00:00+08:00,False,投资与产能,H3-产能与扩张,中性,H3-产能与扩张,中性,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-12/1218857412.PDF,R14
EVT-002371-00006,002371,北方华创,芯片半导体,A股,关于《北方华创科技集团股份有限公司收购报告书》之法律意见书,2024-01-12T00:00:00+08:00,False,投资与产能,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-12/1218857409.PDF,R10
EVT-603259-00005,603259,药明康德,医药,A股,关于2019年限制性股票与股票期权激励计划首次授予股票期权第三个行权期限制行权期间的提示性公告,2024-01-12T00:00:00+08:00,False,股权激励,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-12/1218858099.PDF,
EVT-603259-00006,603259,药明康德,医药,A股,H股公告,2024-01-12T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-12/1218858240.PDF,
EVT-002594-00005,002594,比亚迪,新能源汽车,A股,关于持股5%以上股东部分股份解除质押的公告,2024-01-12T00:00:00+08:00,False,回购与持股变动,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-12/1218858016.PDF,
EVT-603986-00003,603986,兆易创新,芯片半导体,A股,兆易创新关于参与投资私募股权投资基金的进展公告,2024-01-16T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-16/1218887135.PDF,
EVT-002371-00007,002371,北方华创,芯片半导体,A股,2023年度业绩预告,2024-01-16T00:00:00+08:00,False,业绩预告,H2-盈利质量,中性,H2-盈利质量,中性,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-16/1218892163.PDF,
EVT-603259-00007,603259,药明康德,医药,A股,H股公告,2024-01-16T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-16/1218889451.PDF,
EVT-600276-00009,600276,恒瑞医药,医药,A股,恒瑞医药关于子公司获得药物临床试验批准通知书的公告,2024-01-17T00:00:00+08:00,False,药品研发进展,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-17/1218914052.PDF,R1
EVT-000538-00001,000538,云南白药,医药,A股,关于股东减持计划期限届满的公告,2024-01-17T00:00:00+08:00,False,回购与持股变动,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-17/1218915777.PDF,
EVT-00175-00003,00175,吉利汽车,新能源汽车,港股,董事会会议日期,2024-01-17T16:36:23+08:00,True,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-17/1218931299.PDF,
EVT-002594-00006,002594,比亚迪,新能源汽车,A股,关于持股5%以上股东部分股份质押的公告,2024-01-18T00:00:00+08:00,False,回购与持股变动,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-18/1218933025.PDF,
EVT-603259-00008,603259,药明康德,医药,A股,H股公告,2024-01-19T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-19/1218944947.PDF,
EVT-603259-00009,603259,药明康德,医药,A股,关于完成2023年H股奖励信托计划所涉H股股份回购注销的公告,2024-01-19T00:00:00+08:00,False,回购与持股变动,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-19/1218944551.PDF,
EVT-002594-00007,002594,比亚迪,新能源汽车,A股,关于持股5%以上股东部分股份质押及解除质押的公告,2024-01-20T00:00:00+08:00,False,回购与持股变动,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-20/1218955410.PDF,
EVT-603986-00004,603986,兆易创新,芯片半导体,A股,兆易创新2023年度业绩预告,2024-01-26T00:00:00+08:00,False,业绩预告,H2-盈利质量,中性,H2-盈利质量,中性,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-26/1219003543.PDF,
EVT-603259-00010,603259,药明康德,医药,A股,澄清公告,2024-01-27T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-27/1219013145.PDF,
EVT-002594-00008,002594,比亚迪,新能源汽车,A股,关于持股5%以上股东部分股份解除质押的公告,2024-01-27T00:00:00+08:00,False,回购与持股变动,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-27/1219011085.PDF,
EVT-00175-00004,00175,吉利汽车,新能源汽车,港股,致登记股东之函件及回条 - 以电子方式发布公司通讯之安排,2024-01-29T16:36:27+08:00,True,程式化披露,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-29/1219026576.PDF,
EVT-00175-00005,00175,吉利汽车,新能源汽车,港股,致非登记股东之函件 - 以电子方式发布公司通讯之安排,2024-01-29T16:40:24+08:00,True,程式化披露,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-29/1219026633.PDF,
EVT-600276-00010,600276,恒瑞医药,医药,A股,恒瑞医药关于关于子公司产品他克莫司缓释胶囊获得美国FDA批准的公告,2024-01-30T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-30/1219026480.PDF,
EVT-603259-00011,603259,药明康德,医药,A股,股票交易异常波动公告,2024-01-30T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-30/1219029799.PDF,
EVT-603259-00012,603259,药明康德,医药,A股,关于对无锡药明康德新药开发股份有限公司股票交易异常波动问询函的回复,2024-01-30T00:00:00+08:00,False,风险与异动,H2-盈利质量,冲突,H2-盈利质量,冲突,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-30/1219029800.PDF,
EVT-002594-00009,002594,比亚迪,新能源汽车,A股,2023年度业绩预告,2024-01-30T00:00:00+08:00,False,业绩预告,H2-盈利质量,中性,H2-盈利质量,中性,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-30/1219028933.PDF,
EVT-603986-00005,603986,兆易创新,芯片半导体,A股,兆易创新独立董事专门会议决议,2024-01-31T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044479.PDF,R10
EVT-603986-00006,603986,兆易创新,芯片半导体,A股,兆易创新董事会提名委员会工作细则,2024-01-31T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044483.PDF,
EVT-603986-00007,603986,兆易创新,芯片半导体,A股,兆易创新董事会审计委员会工作细则,2024-01-31T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044493.PDF,
EVT-603986-00008,603986,兆易创新,芯片半导体,A股,北京市中伦（深圳）律师事务所关于兆易创新2021年股票期权与限制性股票激励计划暂缓授予部分第二个解除限售期解除限售条件成就相关事项的法律意见书,2024-01-31T00:00:00+08:00,False,股权激励,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044486.PDF,R10
EVT-603986-00009,603986,兆易创新,芯片半导体,A股,《兆易创新公司章程》修订对照表,2024-01-31T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044489.PDF,
EVT-603986-00010,603986,兆易创新,芯片半导体,A股,兆易创新独立董事专门会议制度,2024-01-31T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044492.PDF,R10
EVT-603986-00011,603986,兆易创新,芯片半导体,A股,兆易创新董事会薪酬与考核委员会工作细则,2024-01-31T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044494.PDF,
EVT-603986-00012,603986,兆易创新,芯片半导体,A股,兆易创新独立董事工作制度,2024-01-31T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044491.PDF,R10
EVT-603986-00013,603986,兆易创新,芯片半导体,A股,兆易创新关于继续购买董事、监事及高级管理人员责任险的公告,2024-01-31T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044496.PDF,
EVT-603986-00014,603986,兆易创新,芯片半导体,A股,兆易创新第四届监事会第十三次会议决议公告,2024-01-31T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044481.PDF,
EVT-603986-00015,603986,兆易创新,芯片半导体,A股,兆易创新独立董事关于公司第四届董事会第十五次会议相关事项的独立意见,2024-01-31T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044477.PDF,R10
EVT-603986-00016,603986,兆易创新,芯片半导体,A股,兆易创新2024年第一次临时股东大会会议资料,2024-01-31T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044478.PDF,
EVT-603986-00017,603986,兆易创新,芯片半导体,A股,兆易创新关于参与投资私募股权投资基金的公告,2024-01-31T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044484.PDF,
EVT-603986-00018,603986,兆易创新,芯片半导体,A股,兆易创新关于审议日常关联交易协议的公告,2024-01-31T00:00:00+08:00,False,担保与关联交易,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044497.PDF,
EVT-603986-00019,603986,兆易创新,芯片半导体,A股,兆易创新关于2021年股票期权与限制性股票激励计划暂缓授予限制性股票第二期解除限售暨上市公告,2024-01-31T00:00:00+08:00,False,股权激励,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044480.PDF,
EVT-603986-00020,603986,兆易创新,芯片半导体,A股,兆易创新公司章程,2024-01-31T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044495.PDF,
EVT-603986-00021,603986,兆易创新,芯片半导体,A股,兆易创新第四届董事会第十五次会议决议公告.doc,2024-01-31T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044482.PDF,
EVT-603986-00022,603986,兆易创新,芯片半导体,A股,兆易创新关联交易决策制度,2024-01-31T00:00:00+08:00,False,担保与关联交易,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044487.PDF,
EVT-603986-00023,603986,兆易创新,芯片半导体,A股,兆易创新关于2021年股票期权与限制性股票激励计划暂缓授予部分第二个解除限售期解除限售条件成就的公告,2024-01-31T00:00:00+08:00,False,股权激励,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044488.PDF,
EVT-603986-00024,603986,兆易创新,芯片半导体,A股,兆易创新关于日常关联交易预计额度的公告,2024-01-31T00:00:00+08:00,False,担保与关联交易,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044485.PDF,
EVT-603986-00025,603986,兆易创新,芯片半导体,A股,兆易创新关于召开2024年第一次临时股东大会的通知,2024-01-31T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219044490.PDF,
EVT-600276-00011,600276,恒瑞医药,医药,A股,恒瑞医药关于子公司获得药物临床试验批准通知书的公告,2024-01-31T00:00:00+08:00,False,药品研发进展,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219040788.PDF,R1
EVT-09868-00004,09868,小鹏汽车,新能源汽车,港股,授出限制性股份单位,2024-01-31T19:16:25+08:00,True,股权激励,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-01-31/1219055938.PDF,
EVT-600276-00012,600276,恒瑞医药,医药,A股,恒瑞医药关于获得药品注册证书的公告,2024-02-01T00:00:00+08:00,False,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,支持,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-01/1219055661.PDF,R6
EVT-000538-00002,000538,云南白药,医药,A股,关于云白国际有限公司相关事项的进展公告,2024-02-01T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-01/1219055204.PDF,
EVT-002594-00010,002594,比亚迪,新能源汽车,A股,关于持股5%以上股东部分股份质押的公告,2024-02-01T00:00:00+08:00,False,回购与持股变动,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-01/1219055207.PDF,
EVT-00175-00006,00175,吉利汽车,新能源汽车,港股,月报表截至31/1/2024,2024-02-01T16:14:24+08:00,True,程式化披露,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-01/1219064179.PDF,
EVT-00175-00007,00175,吉利汽车,新能源汽车,港股,未经审核之二零二四年一月销量,2024-02-01T17:06:22+08:00,True,产销数据,H1-需求与出货,中性,H1-需求与出货,中性,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-01/1219065223.PDF,
EVT-09868-00005,09868,小鹏汽车,新能源汽车,港股,自愿公告 2024年1月智能车交付数据,2024-02-01T21:10:24+08:00,True,产销数据,H1-需求与出货,中性,H1-需求与出货,中性,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-01/1219067577.PDF,
EVT-603986-00026,603986,兆易创新,芯片半导体,A股,兆易创新关于变更持续督导保荐代表人的公告,2024-02-02T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-02/1219063841.PDF,
EVT-600276-00013,600276,恒瑞医药,医药,A股,恒瑞医药关于回购公司股份的进展公告,2024-02-02T00:00:00+08:00,False,回购与持股变动,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-02/1219063656.PDF,
EVT-002594-00011,002594,比亚迪,新能源汽车,A股,关于开展外汇衍生品套期保值交易业务的公告,2024-02-02T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-02/1219066834.PDF,
EVT-002594-00012,002594,比亚迪,新能源汽车,A股,关于开展外汇衍生品交易的可行性分析报告,2024-02-02T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-02/1219066835.PDF,
EVT-002594-00013,002594,比亚迪,新能源汽车,A股,第八届董事会第四次会议决议公告,2024-02-02T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-02/1219066833.PDF,
EVT-002594-00014,002594,比亚迪,新能源汽车,A股,H股公告（股份发行人及根据《上市规则》第十九B章上市的香港预托证券发行人的证券变动月报表）,2024-02-02T00:00:00+08:00,False,程式化披露,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-02/1219066886.PDF,
EVT-002594-00015,002594,比亚迪,新能源汽车,A股,2024年1月产销快报,2024-02-02T00:00:00+08:00,False,产销数据,H1-需求与出货,中性,H1-需求与出货,中性,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-02/1219066887.PDF,
EVT-603259-00013,603259,药明康德,医药,A股,关于回购注销部分股票通知债权人的公告,2024-02-02T07:36:00+08:00,True,回购与持股变动,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-02/1219068305.PDF,
EVT-603259-00014,603259,药明康德,医药,A股,第三届董事会第七次会议决议公告,2024-02-02T07:36:00+08:00,True,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-02/1219068304.PDF,
EVT-603259-00015,603259,药明康德,医药,A股,关于以集中竞价交易方式回购A股股份的回购报告书,2024-02-02T07:36:00+08:00,True,回购与持股变动,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-02/1219068319.PDF,
EVT-002594-00016,002594,比亚迪,新能源汽车,A股,关于持股5%以上股东部分股份解除质押的公告,2024-02-03T00:00:00+08:00,False,回购与持股变动,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-03/1219080991.PDF,
EVT-600276-00014,600276,恒瑞医药,医药,A股,恒瑞医药关于子公司药物拟纳入突破性治疗品种名单公示的公告,2024-02-05T00:00:00+08:00,False,药品研发进展,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-05/1219089281.PDF,R2
EVT-603259-00016,603259,药明康德,医药,A股,关于澄清事项的进一步公告,2024-02-05T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-05/1219089541.PDF,
EVT-603259-00017,603259,药明康德,医药,A股,关于回购A股股份事项前十大股东和前十大无限售条件股东持股情况的公告,2024-02-05T00:00:00+08:00,False,回购与持股变动,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-05/1219089540.PDF,
EVT-603259-00018,603259,药明康德,医药,A股,关于首次回购公司股份及回购完成的公告,2024-02-06T00:00:00+08:00,False,回购与持股变动,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-06/1219098021.PDF,
EVT-603259-00019,603259,药明康德,医药,A股,H股公告,2024-02-06T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-06/1219098020.PDF,
EVT-603259-00020,603259,药明康德,医药,A股,H股公告,2024-02-06T00:00:00+08:00,False,其他,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-06/1219098019.PDF,
EVT-09868-00006,09868,小鹏汽车,新能源汽车,港股,截至二零二四年一月三十一日止之股份发行人的证券变动月报表,2024-02-06T21:34:24+08:00,True,程式化披露,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-06/1219111744.PDF,
EVT-688981-00005,688981,中芯国际,芯片半导体,A股,港股公告：中芯国际截至2023年12月31日止三个月未经审核业绩公布,2024-02-07T00:00:00+08:00,False,定期报告,H2-盈利质量,中性,H2-盈利质量,中性,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-07/1219111559.PDF,
EVT-688981-00006,688981,中芯国际,芯片半导体,A股,中芯国际提名委员会章程,2024-02-07T00:00:00+08:00,False,治理,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-07/1219110206.PDF,
EVT-688981-00007,688981,中芯国际,芯片半导体,A股,港股公告：证券变动月报表,2024-02-07T00:00:00+08:00,False,程式化披露,,无关,,无关,True,False,in_sample,http://static.cninfo.com.cn/finalpage/2024-02-07/1219110207.PDF,
