关系样本ID,事件样本ID,查询ID,公司,证券代码,检索截止时间,查询假设,候选文档ID,候选公告标题,候选发布日期,候选原文链接,关键证据定位,关键证据原文,相关性等级,关系路径可成立,标注理由,标注员,标注时间
V4-R-Q007-C07,V4-E-Q007-C07,V4-Q007,吉利汽车,00175,2026-08-26T18:00:00+08:00,极氪与领克渠道协同能否转化为销售效率提升,DOC-EVT-00175-00152,海外监管公布上市附属公司－ ZEEKR INTELLIGENT TECHNOLOGY HOLDING LIMITED二零二四年年度报告,2025-03-20T20:50:10+08:00,http://static.cninfo.com.cn/finalpage/2025-03-20/1222858148.PDF,第1页,பd࿁Չ Ͼପ͛ ዄ΂Оப΂f 吉利汽車控股有限公司 GEELY AUTOMOBILE HOLDINGS LIMITED ʮ̡ ΅˾໮j175ಥ࿆ᓞ̨ ʿ80175ɛ͏࿆ᓞ̨ 海外監管公佈 上市附屬公司－ZEEKR INTELLIGENT TECHNOLOGY HOLDING LIMITED 二零二四年年度報告 ʮ̡  本公司ۆ ୋ13.10BૢϾЪ̈f ZEEKR Intelligent Technology Holding Limited 極氪᙮ʮ̡d ɚཧɚʞϋɧ˜ɚɤ˚d ࣸڌ20-Fʫ ਷ᗇ္ึၣ१ https://www.sec.gov/ix?doc=/Archives/edgar/data/00019 54042/000141057825000390/zk-20241231x20f.htmࣸڌ20-Ff ࣸڌ 20-Ff ᄲฐБԫf ໨ԫึն 吉利汽車控股有限公司 ࣣ 張頌仁 ಥdɚཧɚʞϋɧ˜ɚɤ˚ ΋͛ τᅅፅ ΋͛f,,,,,
V4-R-Q007-C04,V4-E-Q007-C04,V4-Q007,吉利汽车,00175,2026-08-26T18:00:00+08:00,极氪与领克渠道协同能否转化为销售效率提升,DOC-EVT-00175-00305,极氪私有化合资格极氪持有人选择结果最新进展根据上市规则第13.18条作出之公布,2025-12-09T16:52:08+08:00,http://static.cninfo.com.cn/finalpage/2025-12-09/1224860940.PDF,第1页,香港交易及結算所有限公司及香港聯合交易所有限公司對本公佈之內容概不負責，對其 準確性或完整性亦不發表任何聲明，並表明不會就因本公佈全部或任何部份內容而產生 或因倚賴該等內容而引致之任何損失承擔任何責任。 GEELY AUTO MOBILE HOL DINGS LIMI TED 175 80175 極氪私有化合資格極氪持有人選擇結果 最新進展 根據上市規則第13.18條作出之公佈 茲提述本公司日期為二零二五年五月七日、二零二五年七月十五日、二零二五年九月五 日及二零二五年九月十五日之公佈 （ 「該等公佈」 ） 、本公司日期為二零二五年八月十八日 之通函 （ 「該通函」 ） ，及本公司日期為二零二五年十一月二十一日有關合併協議項下擬進 行交易 （包括私有化及合併事項） 之海外監管公佈 （ 「海外監管公佈」 ） 。 除本公佈另有界定或文義另有所指外，本公佈所用詞彙與該通函所界定者具有相同涵 義。 合資格極氪持有人選擇結果最新進展 誠如該等公佈及海外監管公佈所載，於適用選擇截止時間二零二五年十二月三日 （就極氪 美國存託股份登記持有人而言） 及二零二五年十二月五日 （就極氪股份持有人而言） 前，每 名合資格極氪持有人 （香港非專業投資者除外，彼等將僅可收取現金代價） 可就其持有的 任何極氪股份或極氪美國存託股份 （如適用） 選擇：(i)就每股極氪股份收取2.687美元現金 或1.23股代價股份；或(ii)就每股極氪美國存託股份收取26.87美元現金或12.3股代價股份 （將以吉利美…,,,,,
V4-R-Q007-C06,V4-E-Q007-C06,V4-Q007,吉利汽车,00175,2026-08-26T18:00:00+08:00,极氪与领克渠道协同能否转化为销售效率提升,DOC-EVT-00175-00170,正面盈利预告截至二零二五年三月三十一日止三个月,2025-04-10T19:24:12+08:00,http://static.cninfo.com.cn/finalpage/2025-04-10/1223057117.PDF,第1页,香港交易及結算所有限公司及香港聯合交易所有限公司對本公佈之內容概不負責，對其 準確性或完整性亦不發表任何聲明，並表明不會就因本公佈全部或任何部份內容而產生 或因倚賴該等內容而引致之任何損失承擔任何責任。 GEELY AUTO MOBILE HOL DINGS LIMI TED 175 80175 正面盈利預告 截至二零二五年三月三十一日止三個月 本公司根據 《證券及期貨條例》 第XIVA部就內幕消息披露及上市規則第13.09條而作出 本公佈。 誠如二零二五年四月十日本公司同步刊發公佈的會計政策變更所述，董事會批准本公 司的會計政策變更，且自二零二五年一月一日起生效。根據現時獲得之資料，董事會 謹此通知股東及潛在投資者，預期本集團截至二零二五年三月三十一日止三個月錄得 的歸屬本公司股權持有人溢利如下： • 會計政策變更前：預計歸屬本公司股權持有人溢利為人民幣116億至123億元，與 截至二零二四年三月三十一日止三個月錄得的歸屬本公司股權持有人溢利比較， 將錄得約640%至690%的增長； • 會計政策變更後：預計歸屬本公司股權持有人溢利為人民幣52億至58億元，與去 年同期比較將錄得約220%至270%的增長。 股東及潛在投資者在買賣本公司證券時請審慎行事。 本公告由吉利汽車控股有限公司 （ 「本公司」 ，連同其附屬公司統稱為 「本集團」 ） 根據 《證券 及期貨條例》 （香港法例第571章） （ 「 《證券及期貨條例》 」 ） 第XIVA部就內幕消息披露及香港 聯合交易所有…,,,,,
V4-R-Q007-C03,V4-E-Q007-C03,V4-Q007,吉利汽车,00175,2026-08-26T18:00:00+08:00,极氪与领克渠道协同能否转化为销售效率提升,DOC-EVT-00175-00380,自愿公布有关领克欧洲业务之非约束性谅解备忘录,2026-03-30T22:02:28+08:00,http://static.cninfo.com.cn/finalpage/2026-03-30/1225063574.PDF,第1页,香港交易及結算所有限公司及香港聯合交易所有限公司對本公佈之內容概不負責，對其 準確性或完整性亦不發表任何聲明，並表明不會就因本公佈全部或任何部份內容而產生 或因倚賴該等內容而引致之任何損失承擔任何責任。 GEELY AUTO MOBILE HOL DINGS LIMI TED 175 80175 自願公佈 有關領克歐洲業務之非約束性諒解備忘錄 本公佈乃由吉利汽車控股有限公司 （ 「本公司」 ，連同其附屬公司統稱 「本集團」 ） 自願作 出。 本公司董事會 （ 「董事會」 ） 謹此宣布，本公司透過其間接全資附屬公司，已與Volvo Car Corporation （ 「Volvo Car」 ） 訂立一份非約束性諒解備忘錄 （ 「諒解備忘錄」 ） ，內容有關本集 團間接全資附屬公司領克汽車科技有限公司 （ 「領克」 ） 於歐洲之業務營運。 根據諒解備忘錄，Volvo Car將負責領克品牌於歐洲地區之區域營運事宜，包括但不限於 市場推廣、銷售及售後服務，以加快領克於歐洲市場之可規模化增長。建議安排涵蓋若 干主要歐洲市場，包括德國、法國、西班牙及意大利。 是次合作擬透過Volvo Car成熟之中央商業營運平台、可靠的經銷商網絡及售後服務據 點，以支援領克於歐洲之銷售、市場推廣及客戶服務功能，從而提升營運效率，並加快 擴展步伐以支持更高銷售量。 領克將繼續保留其產品組合之整體設計、研發及產品認證責任。 諒解備忘錄屬非約束性，其項下擬進行之任何交易 （如有） 仍須待進一步磋商、簽訂具約…,,,,,
V4-R-Q007-C02,V4-E-Q007-C02,V4-Q007,吉利汽车,00175,2026-08-26T18:00:00+08:00,极氪与领克渠道协同能否转化为销售效率提升,DOC-EVT-00175-00114,须予披露及关连交易－战略整合交易(1) 极氪收购领克销售股份；及(2) 极氪认购领克新增资本,2024-12-19T16:40:15+08:00,http://static.cninfo.com.cn/finalpage/2024-12-19/1222075507.PDF,第1页,閣下對本通函任何部份內容或應採取之行動如有任何疑問，應諮詢閣下之股票經紀或其他註冊 證券交易商、銀行經理、律師、專業會計師或其他專業顧問。 閣下如已售出或轉讓所有名下之吉利汽車控股有限公司股份，應立即將本通函連同隨附之代表 委任表格送交買主或承讓人或經手買賣或轉讓之銀行、股票經紀或其他代理商，以便轉交買主 或承讓人。 香港交易及結算所有限公司及香港聯合交易所有限公司對本通函之內容概不負責，對其準確性 或完整性亦不發表任何聲明，並表明不會就因本通函全部或任何部份內容而產生或因倚賴該等 內容而引致之任何損失承擔任何責任。 G E E L Y A U T O M O B IL E H O L D IN G S L IM I T E D 17 5 80 175 須予披露及關連交易－戰略整合交易 (1) 極氪收購領克銷售股份；及 (2) 極氪認購領克新增資本 本公司財務顧問 獨立董事委員會及獨立股東之獨立財務顧問 董事會函件載於本通函第11至31頁。獨立董事委員會函件載於本通函第32至33頁。獨立財務 顧問函件載於本通函第34至64頁，當中載有其致獨立董事委員會及獨立股東之意見。本公司謹 訂於二零二五年一月十日 （星期五） 下午四時正假座香港灣仔港灣道一號香港萬麗海景酒店閣樓 3-4號會議室舉行股東特別大會，大會通告載於本通函第EGM-1至EGM-3頁。無論 閣下能否 親身出席股東特別大會及╱或於會上投票，務請盡快將隨附之代表委任表格按其列印之指示填 妥，並無論如何須於股東特別大會或…,,,,,
V4-R-Q007-C08,V4-E-Q007-C08,V4-Q007,吉利汽车,00175,2026-08-26T18:00:00+08:00,极氪与领克渠道协同能否转化为销售效率提升,DOC-EVT-00175-00091,关连交易本公司收购极氪销售股份,2024-11-14T16:36:15+08:00,http://static.cninfo.com.cn/finalpage/2024-11-14/1221724437.PDF,第1页,"香港交易及結算所有限公司及香港聯合交易所有限公司對本公佈之內容概不負責，對其 準確性或完整性亦不發表任何聲明，並表明不會就因本公佈全部或任何部份內容而產生 或因倚賴該等內容而引致之任何損失承擔任何責任。 本公佈並不構成於美國或任何其他司法管轄區購買或認購任何證券之要約或申購邀請或 要約或邀請。證券不得於美國境內或以美籍人士 （定義見證券法項下之S規例） 的利益予以 發售、出售或交付，除非有關證券乃根據證券法登記或獲豁免遵守登記規定。 G EELY AUTO M O BILE H O L DING S LIM I TED 175 80175 關連交易 本公司收購極氪銷售股份 本公司收購極氪銷售股份 吉利國際香港 （作為賣方） 與Luckview （作為買方） 於二零二四年十一月十四日 （交易時 段後） 訂立極氪買賣協議，據此，吉利國際香港有條件同意出售，而Luckview有條件 同意購買極氪銷售股份，相當於吉利國際香港於本公佈日期持有之極氪已發行股本的 約11.3% （按悉數攤薄基準） ，代價為806,100,000美元 （相當於約人民幣5,835,116,070 元） 。 於本公佈日期，本公司持有極氪已發行股本總額的約51.5% （按悉數攤薄基準） 。緊隨 極氪收購事項完成後，本公司於極氪之持股將增至約62.8% （按悉數攤薄基準） 。 上市規則之涵義 於本公佈日期，吉利國際香港為吉利控股 （即本公司之主要股東） 之間接全資附屬公 司，而其由李先生及其聯繫人最終實益全資擁有…",,,,,
V4-R-Q007-C01,V4-E-Q007-C01,V4-Q007,吉利汽车,00175,2026-08-26T18:00:00+08:00,极氪与领克渠道协同能否转化为销售效率提升,DOC-EVT-00175-00316,完成极氪私有化,2025-12-22T22:16:09+08:00,http://static.cninfo.com.cn/finalpage/2025-12-22/1224892690.PDF,第1页,香港交易及結算所有限公司及香港聯合交易所有限公司對本公佈之內容概不負責，對其 準確性或完整性亦不發表任何聲明，並表明不會就因本公佈全部或任何部份內容而產生 或因倚賴該等內容而引致之任何損失承擔任何責任。 GEELY AUTO MOBILE HOL DINGS LIMI TED 175 80175 完成極氪私有化 茲提述本公司日期為二零二五年五月七日、二零二五年七月十五日、二零二五年九月五 日、二零二五年九月十五日及二零二五年十二月九日之公佈 （統稱 「該等公佈」 ） 、本公司 日期為二零二五年八月十八日之通函 （ 「該通函」 ） ，以及本公司日期為二零二五年十一月 二十一日有關合併協議項下擬進行交易 （包括私有化及合併事項） 之海外監管公佈。除文 義另有所指外，本公佈所用詞彙與該等公佈及該通函所界定者具有相同涵義。 本公司董事會 （ 「董事會」 ） 欣然宣佈，合併協議項下擬進行交易 （包括私有化及合併事項） 的所有先決條件已達成，有關交易已於二零二五年十二月二十二日完成。 於合併協議項下擬進行交易完成後： 1. 根據私有化安排，本公司已收購所有已發行及發行在外的極氪股份及極氪美國存託 股份。 2. 根據合併事項，合併附屬公司已與極氪合併，而極氪作為存續實體持續經營。 3. 因此，極氪已私有化成為本公司的全資附屬公司，並於紐交所退市。 對本集團的財務影響 極氪先前為本公司之間接非全資附屬公司，現已轉變為本公司之間接全資附屬公司。其 財務業績將繼續全部併入本集團的綜合財務報表。…,,,,,
V4-R-Q007-C05,V4-E-Q007-C05,V4-Q007,吉利汽车,00175,2026-08-26T18:00:00+08:00,极氪与领克渠道协同能否转化为销售效率提升,DOC-EVT-00175-00015,有关建议分拆极氪并将其独立上市之最新进展,2024-03-21T17:07:22+08:00,http://static.cninfo.com.cn/finalpage/2024-03-21/1219373257.PDF,第1页,香港交易及結算所有限公司及香港聯合交易所有限公司對本公佈之內容概不負責，對其 準確性或完整性亦不發表任何聲明，並表明不會就因本公佈全部或任何部份內容而產生 或因倚賴該等內容而引致之任何損失承擔任何責任。 本公佈僅供參考，並不構成且不擬作為在香港、美國或其他地區邀請或要約收購、購買 或認購證券，或要約出售或招攬任何要約購買證券。在並無登記或不獲豁免登記情況 下，證券不得在美國提呈發售或出售。本公佈及其所載任何內容概不構成任何合約或承 諾之基準。有關發售或邀請將僅可以招股章程形式作出，而有關招股章程可自發行人取 得，當中將載有發行人及管理層以及財務報表之詳細資料，且僅可在該等要約或邀請可 能合法有效作出之司法權區作出。 GEELY AUTO MOBILE HOL DINGS LIMI TED 175 80175 有關建議分拆極氪並將其獨立上市之 最新進展 茲提述吉利汽車控股有限公司 （ 「本公司」 ） 日期為二零二二年十月三十一日、二零二二年 十二月十三日、二零二三年八月二十五日、二零二三年十一月十日及二零二三年十一月 二十六日之公佈 （統稱 「該等公佈」 ） ，內容有關建議分拆及極氪發售。除文義另有所指 外，本公佈所用詞彙與該等公佈所界定者具有相同涵義。 董事會宣佈，於二零二四年三月二十日 （紐約時間） ，極氪遵照美國－九三三年 證券法 （經修訂） 就極氪發售向美國證交會公開提交其註冊聲明之第3號修訂 （ 「經更新註冊聲明」 ） 。經更新註冊聲明之副本可於 https://w…,,,,,
V4-R-Q008-C05,V4-E-Q008-C05,V4-Q008,小鹏汽车,09868,2026-08-26T18:00:00+08:00,新车型上市后的交付放量能否推动季度销量持续增长,DOC-EVT-09868-00086,自愿公告 2025年3月及第一季度智能车交付数据,2025-04-01T08:22:28+08:00,http://static.cninfo.com.cn/finalpage/2025-04-01/1222978782.PDF,第1页,"1 香港交易及結算所有限公司及香港聯合交易所有限公司對本公告之內容概不負責，對其準確性或完整性亦 不發表聲明，並明確表示概不會就本公告全部或任何部分內容而產生或因依賴該等內容而引致之任何損失 承擔任何責任。 自願公告 2025 年3 月及第一季度智能車交付數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2025年3月及第一季度 車輛交付數據。 2025年3月，小鵬汽車共交付智能電動汽車33,205輛，同比增長268%。小鵬汽車已連續 第五個月交付量超過了30,000輛。2025年第一季度，小鵬汽車共累計交付94,008輛智能 電動車，同比增長331%。 2025年3月13日，在其2025年春季發佈會上，小鵬汽車發佈了2025款小鵬G6和2025款小 鵬G9。兩款升級版車型均全系標配5C超充AI電池和圖靈AI智駕功能。 2025年3月，小鵬汽車智能導航輔助駕駛（XNGP）的城區智駕月度活躍用戶滲透率達 86%。同時，小鵬汽車通過進入印度尼西亞市場擴大其全球業務佈局。 本公司股東及潛在投資者於買賣本公司證券時，務請謹慎行事。 承董事會命 XPeng Inc. 董事長 何小鵬 香港，2025年4月1日（星期二） 本公告載有前瞻性陳述。前瞻性陳述涉及固有風險和不確定性。多種因素可能導致實際結果與 任何前瞻性陳述中的結果產生實質性差異，包括但不限於以下方面： 本公司的目標及戰略；本 公司的拓展計劃；其未來的業務發展、財務狀況和經營成果；中國智能電動汽車市場的…",,,,,
V4-R-Q008-C01,V4-E-Q008-C01,V4-Q008,小鹏汽车,09868,2026-08-26T18:00:00+08:00,新车型上市后的交付放量能否推动季度销量持续增长,DOC-EVT-09868-00178,自愿公告 2026年6月及第二季度智能车交付数据,2026-07-01T18:52:29+08:00,http://static.cninfo.com.cn/finalpage/2026-07-01/1225403961.PDF,第1页,"1 香港交易及結算所有限公司及香港聯合交易所有限公司對本公告之內容概不負責，對其準確性或完整性亦 不發表聲明，並明確表示概不會就本公告全部或任何部分內容而產生或因依賴該等內容而引致之任何損失 承擔任何責任。 XPeng Inc. 小鵬集團 * （於開曼群島註冊成立以不同投票權控制的有限公司） （股份代號：9868） 自願公告 2026 年6 月及第二季度智能車交付數據 XPeng Inc. （「本公司」或「小鵬集團」）之董事會欣然宣佈其2026年6月及第二季度 車輛交付數據。 2026年6月，小鵬集團共交付新車 40,126輛，第二季度 累計交付量達 103,295輛。GX 2026年6月交付量達6,739輛，該車型第10,000輛整車今日正式下線。 本公司預計2026年7月2日於中國發佈小鵬MONA L03，同日開啟預售，並於2026年7月 登陸全球市場。 2026年1至6月，小鵬集團交付的電動汽車，相比内燃機汽車，全生命週期溫室氣體預 計減排逾266萬噸，相當於4,392萬棵小樹十年的碳吸收量。 本公司股東及潛在投資者於買賣本公司證券時，務請謹慎行事。 承董事會命 XPeng Inc. 董事長 何小鵬 香港，2026年7月1日（星期三） 本公告載有前瞻性陳述。前瞻性陳述涉及固有風險和不確定性。多種因素可能導致實際結果與 任何前瞻性陳述中的結果產生實質性差異，包括但不限於以下方面： 本公司的目標及戰略；本 公司的拓展計劃；其未來的業務發展、財務狀況和經營成果；中國智能電動…",,,,,
V4-R-Q008-C04,V4-E-Q008-C04,V4-Q008,小鹏汽车,09868,2026-08-26T18:00:00+08:00,新车型上市后的交付放量能否推动季度销量持续增长,DOC-EVT-09868-00154,自愿公告 2026年3月及第一季度智能车交付数据,2026-04-01T17:26:12+08:00,http://static.cninfo.com.cn/finalpage/2026-04-01/1225071189.PDF,第1页,"1 香港交易及結算所有限公司及香港聯合交易所有限公司對本公告之內容概不負責，對其準確性或完整性亦 不發表聲明，並明確表示概不會就本公告全部或任何部分內容而產生或因依賴該等內容而引致之任何損失 承擔任何責任。 XPeng Inc. 小鵬集團 * （於開曼群島註冊成立以不同投票權控制的有限公司） （股份代號：9868） 自願公告 2026 年 3 月及第一季度智能車交付數據 XPeng Inc. （「本公司」或「小鵬集團」）之董事會欣然宣佈其2026年3月及第一季度 車輛交付數據。 2026年3月，小鵬集團共交付新車27,415輛，較上一個月增長80%。2026年第一季度， 小鵬集團的累計交付量為62,682輛。 2026年3月25日，小鵬集團就拉丁美洲發佈三年戰略，並正式進入墨西哥市場，標志其 全球擴張的重要里程碑。在此戰略下，本 公司計劃於2027年推出純電動及增程電動車 型，為擴大市場版圖奠定基礎，並目標於2028年在當地取得領先地位。 本公司股東及潛在投資者於買賣本公司證券時，務請謹慎行事。 承董事會命 XPeng Inc. 董事長 何小鵬 香港，2026年4月1日（星期三） 本公告載有前瞻性陳述。前瞻性陳述涉及固有風險和不確定性。多種因素可能導致實際結果與 任何前瞻性陳述中的結果產生實質性差異，包括但不限於以下方面：本公司的目標及戰略； 本 公司的拓展計劃；其未來的業務發展、財務狀況和經營成果；中國智能電動汽車市場的發展 趨 勢和規模；本公司對於其產品及服務的需求及市…",,,,,
V4-R-Q008-C06,V4-E-Q008-C06,V4-Q008,小鹏汽车,09868,2026-08-26T18:00:00+08:00,新车型上市后的交付放量能否推动季度销量持续增长,DOC-EVT-09868-00158,2025年度报告,2026-04-16T18:28:13+08:00,http://static.cninfo.com.cn/finalpage/2026-04-16/1225111807.PDF,第1页,XPeng Inc.2025 年度報告 2025 年度報告 * 僅供識別 XPeng Inc. （於開曼群島註冊成立以不同投票權控制的有限公司） 紐交所代號 : XPEV 港交所代號 : 9868 小鵬集團* 小鵬集團*,,,,,
V4-R-Q008-C07,V4-E-Q008-C07,V4-Q008,小鹏汽车,09868,2026-08-26T18:00:00+08:00,新车型上市后的交付放量能否推动季度销量持续增长,DOC-EVT-09868-00090,2024年度报告,2025-04-16T07:40:09+08:00,http://static.cninfo.com.cn/finalpage/2025-04-16/1223106245.PDF,第4页,"ࠅ 2 小鵬汽車有限公司 ڌ ࿚Ї12˜31ܓ 2020ϋ 2021ϋ 2022ϋ 2023ϋ 2024ϋ ɛ͏࿆ɷʩ ᐼϗɝ 5,844,321 20,988,131 26,855,119 30,676,067 40,866,309 ᐼቖਯϓ͉ (5,578,332) (18,365,576) (23,766,728) (30,224,912) (35,020,541) ˣ๐л 265,989 2,622,555 3,088,391 451,155 5,845,768 ຾ᐄක˕ᐼᕘ (4,646,555) (9,419,700) (11,903,082) (11,835,516) (13,327,378) ຾ᐄᑦฦ (4,293,736) (6,579,405) (8,705,523) (10,889,434) (6,658,138) ٙ ᑦฦ (2,730,762) (4,837,106) (9,118,358) (10,393,705) (5,830,975) ଋᑦฦ (2,731,985) (4,863,096) (9,138,972) (10,375,775) (5,790,264) ؇ٰٰ cᏐЦଋᑦฦ (4,889,729) (4,863,096) (9,138,972) (10,375,775) (5,790,264) ؇ٰٰ cᏐЦၝΥᑦฦᐼᕘ (3,456,418) (5,781,264) (5,946,399) (10,089,161) (5,52…",,,,,
V4-R-Q008-C02,V4-E-Q008-C02,V4-Q008,小鹏汽车,09868,2026-08-26T18:00:00+08:00,新车型上市后的交付放量能否推动季度销量持续增长,DOC-EVT-09868-00129,自愿公告 2025年9月及第三季度智能车交付数据,2025-10-02T23:59:59+08:00,http://static.cninfo.com.cn/finalpage/2025-10-02/1224699173.PDF,第1页,"1 香港交易及結算所有限公司及香港聯合交易所有限公司對本公告之內容概不負責，對其準確性或完整性亦 不發表聲明，並明確表示概不會就本公告全部或任何部分內容而產生或因依賴該等內容而引致之任何損失 承擔任何責任。 自願公告 2025 年9 月及第三季度智能車交付數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2025年9月及第三季度 車輛交付數據。 2025年9月，小鵬汽車創記錄交付智能電動汽車41,581 輛，同比增長95%，較上月增長 10%，超過每月交付40,000輛的里程碑。2025年第三季度，小鵬汽車共交付智能電動汽 車116,007輛，同比增長149% 。2025年前九個月，小鵬汽車累計交付量達到313,196 輛， 較2024年同期增長218%。 2025年9月，第10,000輛全新小鵬P7正式下線，小鵬P7成為本公司車型中在新生產線上 最快達成40JPH（每小時下線40輛車）的車型。 2025年9月，小鵬汽車連續三年獲得MSCI ESG 評級「AAA」全球最高評級，維持本公 司在全球汽車行業的領先地位。 2025年9月，小鵬汽車智能導航輔助駕駛（XNGP ）的城區智駕月度活躍用戶滲透率達 83%。本公司已推出VLA 驅動版XNGP，具備全場景車位到車位智能輔助駕駛系統 （ADAS）功能，並已首先應用於全新小鵬P7和G7 Ultra車型。 本公司股東及潛在投資者於買賣本公司證券時，務請謹慎行事。 承董事會命 XPeng Inc. 董事長 何…",,,,,
V4-R-Q008-C03,V4-E-Q008-C03,V4-Q008,小鹏汽车,09868,2026-08-26T18:00:00+08:00,新车型上市后的交付放量能否推动季度销量持续增长,DOC-EVT-09868-00073,自愿公告2024年12 月及第四季度智能车交付数据,2025-01-02T19:10:13+08:00,http://static.cninfo.com.cn/finalpage/2025-01-02/1222207381.PDF,第1页,"1 香港交易及結算所有限公司及香港聯合交易所有限公司對本公告之內容概不負責，對其準確性或完整性亦 不發表聲明，並明確表示概不會就本公告全部或任何部分內容而產生或因依賴該等內容而引致之任何損失 承擔任何責任。 自願公告 2024 年12 月及第四季度智能車交付數據 XPeng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2024年12月及第四季度 車輛交付數據。 2024年12月，小鵬汽車共交付智能電動汽車36,695輛，同比增長82%，環比增長19%。 其中，小鵬MONA M03交付量超過了15,000輛，小鵬P7+交付量超過了10,000輛。2024 年第四季度，小鵬汽車累計交付91,507輛智能電動汽車，較去年同期增長52%。2024年 全年總交付量達到190,068輛，較前一年增長34%。 小鵬MONA M03自上市以來，連續第四個月交付量超過了10,000輛。小鵬MONA M03 自上市以來，僅用四個月就實現了第50,000輛車的生產里程碑，創下了小鵬汽車最快生 產推出的新紀錄，並持續打破中國新興汽車製造商中純電電動汽車生產的交付紀錄。 2024年12月，小鵬P7+ 推出了第二次OTA升級，同時開啟了XOS 5.5.0的公測。最新版 本的XOS帶來了先進的智能駕駛功能，包括業內首個由統一軟件套件驅動 的「門到門」 的智能輔助駕駛系統（ADAS），確保在停車、高速公路和城市道路等不同駕駛場景中 的無縫體驗。 2024年12月，小鵬汽車智能導航輔助駕駛（XN…",,,,,
V4-R-Q008-C08,V4-E-Q008-C08,V4-Q008,小鹏汽车,09868,2026-08-26T18:00:00+08:00,新车型上市后的交付放量能否推动季度销量持续增长,DOC-EVT-09868-00002,持续关连交易 与广东汇天签订合作框架协议,2024-01-02T21:05:14+08:00,http://static.cninfo.com.cn/finalpage/2024-01-02/1218792795.PDF,第1页,1 香港交易及結算所有限公司及香港聯合交易所有限公司對本公告的內容概不負責，對其準確性或完 整性亦不發表任何聲明，並明確表示概不會就因本公告全部或任何部分內容而產生或因倚賴該等內 容而引致的任何損失承擔任何責任。 （於開曼群島註冊成立以不同投票權控制的有限公司） （股份代號：9868） 持續關連交易 與廣東匯天簽訂 合作框架協議 與廣東匯天訂立合作框架協議 董事會宣佈，於2024 年 1 月2 日，廣東小鵬與廣東匯天訂立合作框架協議，據此，廣東小鵬及廣東 匯天同意在飛行汽車的研發、製造、銷售及售後服務方面進行合作，廣東小鵬將為廣東匯天提供研 發服務、技術諮詢服務及銷售代理服務。 上市規則的涵義 截至本公告日期，本公司控股股東何小鵬先生控制 廣東匯天，因此，廣東匯天根據上市規則第 14A.07條構成何小鵬先生的聯繫人及本公司的關連人士。因此，根據上市規則第十四A 章，合作框 架協議項下擬進行的交易構成本公司的持續關連交易。 由於最高年度上限的最高適用百分比率預計將高於 0.1%但低於 5%，因此，根據上市規則第十四A 章，合作框架協議項下擬進行的交易須遵守申報、公告及年度審核規定，惟獲豁免遵守獨立股東批 准規定。 與廣東匯天訂立合作框架協議 背景 截至2021年6月18日，本公司之附屬公司與廣州匯天訂立技術諮詢服務框架協議（「 技術諮詢服 務框架協議」），據此，我們向 廣州匯天提供技術諮詢、技術培訓及技術服務，以及若干運 營支 援服務，包括人力資源管理及服務。技術諮詢服務框架…,,,,,
V4-R-Q009-C05,V4-E-Q009-C05,V4-Q009,小鹏汽车,09868,2026-08-26T18:00:00+08:00,与大众汽车的技术合作能否形成可持续的技术服务收入,DOC-EVT-09868-00135,小鹏汽车发布2025年第三季度的未经审计财务业绩,2025-11-17T17:06:07+08:00,http://static.cninfo.com.cn/finalpage/2025-11-17/1224809208.PDF,第1页,"1 ڌ ዄ΂Оப ΂f XPeng Inc. ʮ̡ * ʮ̡ ΅˾໮j 9868 ʃᘄӛԓ೯б 2025ৌਕุᐶ ୋ 13.09ኽᗇՎʿಂ஬ૢԷ Էୋ 571௝ ୋXIVA௅Ͼ̊೯f h ࿚Ї2025ϋ9˜30ɛ͏ ࿆483.3ᄂ ʩ67.9ʩ h ɛ͏࿆ 203.8ϋᄣ̋ 101.8% h މ20.1%d༰2024ϋΝಂɪʺ 4.8ϵʱᓃ h މ13.1%d༰2024ϋΝಂɪʺ 4.5ϵʱᓃ ʕ਷ᄿψ d2025ϋ11˜17˚ { ౽ঐཥਗӛԓ  ౽ঐཥਗӛԓ ʮ ̡XPeng Inc. ʃᘄӛԓ͉ʮ̡˾໮jXPEV˾໮j 9868 ʦ˂ʮбՉ࿚Ї2025 ϋ9˜30ৌਕุᐶf ࿚Ї2025ϋ9˜30ࠅ 2025ϋ ܓ֙ 2025ϋ ܓ֙ 2025ϋ ܓ֙ 2024ϋ ܓ֙ 2024ϋ ܓ֙ 2024ϋ ܓ֙ ᐼʹ˹ඎ 116,007 103,181 94,008 91,507 46,533 30,207 h 2025ܓ֙ӛԓᐼʹ˹ඎމ116,007ሿd༰2024ٙ46,533ሿᄣ̋ 149.3%f h ࿚Ї2025ϋ9˜30˚dྼ᜗ቖਯၣഖ ΍Ϟ690dᔧႊ 242̹f",,,,,
